Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard,Scorecard Link
West Indies,Zimbabwe,West Indies,41 runs,Kingston,"Apr 2, 2000",1585,https://www.espncricinfo.com/series/cable-wireless-one-day-international-series-2000-61065/west-indies-vs-zimbabwe-2nd-match-66249/full-scorecard
West Indies,Zimbabwe,West Indies,87 runs,Kingston,"Apr 1, 2000",1584,https://www.espncricinfo.com/series/cable-wireless-one-day-international-series-2000-61065/west-indies-vs-zimbabwe-1st-match-66248/full-scorecard
Pakistan,South Africa,Pakistan,16 runs,Sharjah,"Mar 31, 2000",1583,https://www.espncricinfo.com/series/coca-cola-cup-1999-00-61064/pakistan-vs-south-africa-final-65788/full-scorecard
Pakistan,South Africa,Pakistan,67 runs,Sharjah,"Mar 28, 2000",1582,https://www.espncricinfo.com/series/coca-cola-cup-1999-00-61064/pakistan-vs-south-africa-6th-match-65787/full-scorecard
India,South Africa,South Africa,6 wickets,Sharjah,"Mar 27, 2000",1581,https://www.espncricinfo.com/series/coca-cola-cup-1999-00-61064/india-vs-south-africa-5th-match-65786/full-scorecard
India,Pakistan,Pakistan,98 runs,Sharjah,"Mar 26, 2000",1580,https://www.espncricinfo.com/series/coca-cola-cup-1999-00-61064/india-vs-pakistan-4th-match-65785/full-scorecard
Pakistan,South Africa,South Africa,3 wickets,Sharjah,"Mar 24, 2000",1579,https://www.espncricinfo.com/series/coca-cola-cup-1999-00-61064/pakistan-vs-south-africa-3rd-match-65784/full-scorecard
India,Pakistan,India,5 wickets,Sharjah,"Mar 23, 2000",1578,https://www.espncricinfo.com/series/coca-cola-cup-1999-00-61064/india-vs-pakistan-2nd-match-65783/full-scorecard
India,South Africa,South Africa,10 wickets,Sharjah,"Mar 22, 2000",1577,https://www.espncricinfo.com/series/coca-cola-cup-1999-00-61064/india-vs-south-africa-1st-match-65782/full-scorecard
India,South Africa,South Africa,10 runs,Nagpur,"Mar 19, 2000",1576,https://www.espncricinfo.com/series/south-africa-tour-of-india-1999-00-61857/india-vs-south-africa-5th-odi-64661/full-scorecard
India,South Africa,India,4 wickets,Vadodara,"Mar 17, 2000",1575,https://www.espncricinfo.com/series/south-africa-tour-of-india-1999-00-61857/india-vs-south-africa-4th-odi-64660/full-scorecard
India,South Africa,South Africa,2 wickets,Faridabad,"Mar 15, 2000",1574,https://www.espncricinfo.com/series/south-africa-tour-of-india-1999-00-61857/india-vs-south-africa-3rd-odi-64659/full-scorecard
India,South Africa,India,6 wickets,Jamshedpur,"Mar 12, 2000",1573,https://www.espncricinfo.com/series/south-africa-tour-of-india-1999-00-61857/india-vs-south-africa-2nd-odi-64658/full-scorecard
India,South Africa,India,3 wickets,Kochi,"Mar 9, 2000",1572,https://www.espncricinfo.com/series/south-africa-tour-of-india-1999-00-61857/india-vs-south-africa-1st-odi-64657/full-scorecard
New Zealand,Australia,New Zealand,7 wickets,Auckland,"Mar 3, 2000",1571,https://www.espncricinfo.com/series/australia-tour-of-new-zealand-1999-00-61404/new-zealand-vs-australia-6th-odi-64656/full-scorecard
New Zealand,Australia,Australia,5 wickets,Napier,"Mar 1, 2000",1570,https://www.espncricinfo.com/series/australia-tour-of-new-zealand-1999-00-61404/new-zealand-vs-australia-5th-odi-64655/full-scorecard
New Zealand,Australia,Australia,48 runs,Christchurch,"Feb 26, 2000",1569,https://www.espncricinfo.com/series/australia-tour-of-new-zealand-1999-00-61404/new-zealand-vs-australia-4th-odi-64654/full-scorecard
New Zealand,Australia,Australia,50 runs,Dunedin,"Feb 23, 2000",1568,https://www.espncricinfo.com/series/australia-tour-of-new-zealand-1999-00-61404/new-zealand-vs-australia-3rd-odi-64653/full-scorecard
Zimbabwe,England,England,85 runs,Harare,"Feb 20, 2000",1567,https://www.espncricinfo.com/series/england-tour-of-zimbabwe-1999-00-61739/zimbabwe-vs-england-3rd-odi-64652/full-scorecard
Pakistan,Sri Lanka,Sri Lanka,104 runs,Lahore,"Feb 19, 2000",1566,https://www.espncricinfo.com/series/sri-lanka-tour-of-pakistan-1999-00-61630/pakistan-vs-sri-lanka-3rd-odi-64651/full-scorecard
New Zealand,Australia,Australia,5 wickets,Auckland,"Feb 19, 2000",1565,https://www.espncricinfo.com/series/australia-tour-of-new-zealand-1999-00-61404/new-zealand-vs-australia-2nd-odi-64650/full-scorecard
Zimbabwe,England,England,1 wicket,Bulawayo,"Feb 18, 2000",1564,https://www.espncricinfo.com/series/england-tour-of-zimbabwe-1999-00-61739/zimbabwe-vs-england-2nd-odi-64649/full-scorecard
New Zealand,Australia,no result,-,Wellington,"Feb 17, 2000",1563,https://www.espncricinfo.com/series/australia-tour-of-new-zealand-1999-00-61404/new-zealand-vs-australia-1st-odi-64648/full-scorecard
Zimbabwe,England,England,5 wickets,Bulawayo,"Feb 16, 2000",1562,https://www.espncricinfo.com/series/england-tour-of-zimbabwe-1999-00-61739/zimbabwe-vs-england-1st-odi-64647/full-scorecard
Pakistan,Sri Lanka,Sri Lanka,34 runs,Gujranwala,"Feb 16, 2000",1561,https://www.espncricinfo.com/series/sri-lanka-tour-of-pakistan-1999-00-61630/pakistan-vs-sri-lanka-2nd-odi-64646/full-scorecard
South Africa,England,South Africa,38 runs,Johannesburg,"Feb 13, 2000",1560,https://www.espncricinfo.com/series/standard-bank-triangular-tournament-1999-00-61059/south-africa-vs-england-final-66097/full-scorecard
Pakistan,Sri Lanka,Sri Lanka,29 runs,Karachi,"Feb 13, 2000",1559,https://www.espncricinfo.com/series/sri-lanka-tour-of-pakistan-1999-00-61630/pakistan-vs-sri-lanka-1st-odi-64645/full-scorecard
South Africa,Zimbabwe,South Africa,53 runs,Gqeberha,"Feb 6, 2000",1558,https://www.espncricinfo.com/series/standard-bank-triangular-tournament-1999-00-61059/south-africa-vs-zimbabwe-8th-match-66096/full-scorecard
South Africa,England,South Africa,2 wickets,East London,"Feb 4, 2000",1557,https://www.espncricinfo.com/series/standard-bank-triangular-tournament-1999-00-61059/south-africa-vs-england-7th-match-66095/full-scorecard
Australia,Pakistan,Australia,152 runs,Sydney,"Feb 4, 2000",1556,https://www.espncricinfo.com/series/carlton-united-series-1999-00-61058/australia-vs-pakistan-2nd-final-65600/full-scorecard
South Africa,Zimbabwe,Zimbabwe,2 wickets,Durban,"Feb 2, 2000",1555,https://www.espncricinfo.com/series/standard-bank-triangular-tournament-1999-00-61059/south-africa-vs-zimbabwe-6th-match-66094/full-scorecard
Australia,Pakistan,Australia,6 wickets,Melbourne,"Feb 2, 2000",1554,https://www.espncricinfo.com/series/carlton-united-series-1999-00-61058/australia-vs-pakistan-1st-final-65599/full-scorecard
England,Zimbabwe,England,8 wickets,Kimberley,"Jan 30, 2000",1553,https://www.espncricinfo.com/series/standard-bank-triangular-tournament-1999-00-61059/england-vs-zimbabwe-5th-match-66093/full-scorecard
Australia,India,Australia,4 wickets,Perth,"Jan 30, 2000",1552,https://www.espncricinfo.com/series/carlton-united-series-1999-00-61058/australia-vs-india-12th-match-65598/full-scorecard
England,Zimbabwe,Zimbabwe,104 runs,Cape Town,"Jan 28, 2000",1551,https://www.espncricinfo.com/series/standard-bank-triangular-tournament-1999-00-61059/england-vs-zimbabwe-4th-match-66092/full-scorecard
India,Pakistan,Pakistan,104 runs,Perth,"Jan 28, 2000",1550,https://www.espncricinfo.com/series/carlton-united-series-1999-00-61058/india-vs-pakistan-11th-match-65597/full-scorecard
South Africa,England,South Africa,1 run,Cape Town,"Jan 26, 2000",1549,https://www.espncricinfo.com/series/standard-bank-triangular-tournament-1999-00-61059/south-africa-vs-england-3rd-match-66091/full-scorecard
Australia,India,Australia,152 runs,Adelaide,"Jan 26, 2000",1548,https://www.espncricinfo.com/series/carlton-united-series-1999-00-61058/australia-vs-india-10th-match-65596/full-scorecard
India,Pakistan,India,48 runs,Adelaide,"Jan 25, 2000",1547,https://www.espncricinfo.com/series/carlton-united-series-1999-00-61058/india-vs-pakistan-9th-match-65595/full-scorecard
South Africa,England,England,9 wickets,Bloemfontein,"Jan 23, 2000",1546,https://www.espncricinfo.com/series/standard-bank-triangular-tournament-1999-00-61059/south-africa-vs-england-2nd-match-66090/full-scorecard
Australia,Pakistan,Australia,15 runs,Melbourne,"Jan 23, 2000",1545,https://www.espncricinfo.com/series/carlton-united-series-1999-00-61058/australia-vs-pakistan-8th-match-65594/full-scorecard
South Africa,Zimbabwe,South Africa,6 wickets,Johannesburg,"Jan 21, 2000",1544,https://www.espncricinfo.com/series/standard-bank-triangular-tournament-1999-00-61059/south-africa-vs-zimbabwe-1st-match-66089/full-scorecard
India,Pakistan,Pakistan,32 runs,Hobart,"Jan 21, 2000",1543,https://www.espncricinfo.com/series/carlton-united-series-1999-00-61058/india-vs-pakistan-7th-match-65593/full-scorecard
Australia,Pakistan,Australia,81 runs,Sydney,"Jan 19, 2000",1542,https://www.espncricinfo.com/series/carlton-united-series-1999-00-61058/australia-vs-pakistan-6th-match-65592/full-scorecard
Australia,Pakistan,Australia,6 wickets,Melbourne,"Jan 16, 2000",1541,https://www.espncricinfo.com/series/carlton-united-series-1999-00-61058/australia-vs-pakistan-5th-match-65591/full-scorecard
Australia,India,Australia,5 wickets,Sydney,"Jan 14, 2000",1540,https://www.espncricinfo.com/series/carlton-united-series-1999-00-61058/australia-vs-india-4th-match-65590/full-scorecard
Australia,India,Australia,28 runs,Melbourne,"Jan 12, 2000",1539,https://www.espncricinfo.com/series/carlton-united-series-1999-00-61058/australia-vs-india-3rd-match-65589/full-scorecard
New Zealand,West Indies,New Zealand,20 runs,Christchurch,"Jan 11, 2000",1538,https://www.espncricinfo.com/series/west-indies-tour-of-new-zealand-1999-00-61924/new-zealand-vs-west-indies-5th-odi-64644/full-scorecard
India,Pakistan,Pakistan,2 wickets,Brisbane,"Jan 10, 2000",1537,https://www.espncricinfo.com/series/carlton-united-series-1999-00-61058/india-vs-pakistan-2nd-match-65588/full-scorecard
Australia,Pakistan,Pakistan,45 runs,Brisbane,"Jan 9, 2000",1536,https://www.espncricinfo.com/series/carlton-united-series-1999-00-61058/australia-vs-pakistan-1st-match-65587/full-scorecard
New Zealand,West Indies,New Zealand,8 wickets,Wellington,"Jan 8-9, 2000",1535,https://www.espncricinfo.com/series/west-indies-tour-of-new-zealand-1999-00-61924/new-zealand-vs-west-indies-4th-odi-64643/full-scorecard
New Zealand,West Indies,New Zealand,4 wickets,Napier,"Jan 6, 2000",1534,https://www.espncricinfo.com/series/west-indies-tour-of-new-zealand-1999-00-61924/new-zealand-vs-west-indies-3rd-odi-64642/full-scorecard
New Zealand,West Indies,New Zealand,7 wickets,Taupo,"Jan 4, 2000",1533,https://www.espncricinfo.com/series/west-indies-tour-of-new-zealand-1999-00-61924/new-zealand-vs-west-indies-2nd-odi-64641/full-scorecard
New Zealand,West Indies,New Zealand,3 wickets,Auckland,"Jan 2, 2000",1532,https://www.espncricinfo.com/series/west-indies-tour-of-new-zealand-1999-00-61924/new-zealand-vs-west-indies-1st-odi-64640/full-scorecard
Sri Lanka,West Indies,Sri Lanka,34 runs,Colombo (RPS),"Dec 19, 2001",1782,https://www.espncricinfo.com/series/lg-abans-triangular-series-2001-02-61097/sri-lanka-vs-west-indies-final-66335/full-scorecard
West Indies,Zimbabwe,West Indies,8 wickets,Kandy,"Dec 16, 2001",1781,https://www.espncricinfo.com/series/lg-abans-triangular-series-2001-02-61097/west-indies-vs-zimbabwe-6th-match-66334/full-scorecard
Sri Lanka,West Indies,Sri Lanka,8 wickets,Kandy,"Dec 15, 2001",1780,https://www.espncricinfo.com/series/lg-abans-triangular-series-2001-02-61097/sri-lanka-vs-west-indies-5th-match-66333/full-scorecard
Sri Lanka,Zimbabwe,Sri Lanka,59 runs,Colombo (RPS),"Dec 12, 2001",1779,https://www.espncricinfo.com/series/lg-abans-triangular-series-2001-02-61097/sri-lanka-vs-zimbabwe-4th-match-66332/full-scorecard
Sri Lanka,West Indies,West Indies,49 runs,Colombo (RPS),"Dec 11, 2001",1778,https://www.espncricinfo.com/series/lg-abans-triangular-series-2001-02-61097/sri-lanka-vs-west-indies-3rd-match-66331/full-scorecard
West Indies,Zimbabwe,Zimbabwe,4 wickets,Colombo (SSC),"Dec 9, 2001",1777,https://www.espncricinfo.com/series/lg-abans-triangular-series-2001-02-61097/west-indies-vs-zimbabwe-2nd-match-66330/full-scorecard
Sri Lanka,Zimbabwe,Sri Lanka,9 wickets,Colombo (SSC),"Dec 8, 2001",1776,https://www.espncricinfo.com/series/lg-abans-triangular-series-2001-02-61097/sri-lanka-vs-zimbabwe-1st-match-66329/full-scorecard
Bangladesh,Zimbabwe,Zimbabwe,7 wickets,Dhaka,"Nov 26, 2001",1775,https://www.espncricinfo.com/series/zimbabwe-tour-of-bangladesh-2001-02-62023/bangladesh-vs-zimbabwe-3rd-odi-64735/full-scorecard
Bangladesh,Zimbabwe,Zimbabwe,42 runs,Dhaka,"Nov 25, 2001",1774,https://www.espncricinfo.com/series/zimbabwe-tour-of-bangladesh-2001-02-62023/bangladesh-vs-zimbabwe-2nd-odi-64734/full-scorecard
Bangladesh,Zimbabwe,Zimbabwe,5 wickets,Chattogram,"Nov 23, 2001",1773,https://www.espncricinfo.com/series/zimbabwe-tour-of-bangladesh-2001-02-62023/bangladesh-vs-zimbabwe-1st-odi-64733/full-scorecard
Pakistan,Sri Lanka,Pakistan,5 wickets,Sharjah,"Nov 4, 2001",1772,https://www.espncricinfo.com/series/khaleej-times-trophy-2001-02-61095/pakistan-vs-sri-lanka-final-65907/full-scorecard
Pakistan,Sri Lanka,Pakistan,7 wickets,Sharjah,"Nov 2, 2001",1771,https://www.espncricinfo.com/series/khaleej-times-trophy-2001-02-61095/pakistan-vs-sri-lanka-6th-match-65906/full-scorecard
Pakistan,Zimbabwe,Pakistan,29 runs,Sharjah,"Oct 31, 2001",1770,https://www.espncricinfo.com/series/khaleej-times-trophy-2001-02-61095/pakistan-vs-zimbabwe-5th-match-65905/full-scorecard
Sri Lanka,Zimbabwe,Sri Lanka,79 runs,Sharjah,"Oct 30, 2001",1769,https://www.espncricinfo.com/series/khaleej-times-trophy-2001-02-61095/sri-lanka-vs-zimbabwe-4th-match-65904/full-scorecard
Pakistan,Zimbabwe,Pakistan,106 runs,Sharjah,"Oct 28, 2001",1768,https://www.espncricinfo.com/series/khaleej-times-trophy-2001-02-61095/pakistan-vs-zimbabwe-3rd-match-65903/full-scorecard
Pakistan,Sri Lanka,Sri Lanka,7 wickets,Sharjah,"Oct 27, 2001",1767,https://www.espncricinfo.com/series/khaleej-times-trophy-2001-02-61095/pakistan-vs-sri-lanka-2nd-match-65902/full-scorecard
South Africa,India,South Africa,6 wickets,Durban,"Oct 26, 2001",1766,https://www.espncricinfo.com/series/standard-bank-triangular-tournament-2001-02-61094/south-africa-vs-india-final-66107/full-scorecard
Sri Lanka,Zimbabwe,Sri Lanka,63 runs,Sharjah,"Oct 26, 2001",1765,https://www.espncricinfo.com/series/khaleej-times-trophy-2001-02-61095/sri-lanka-vs-zimbabwe-1st-match-65901/full-scorecard
India,Kenya,India,186 runs,Paarl,"Oct 24, 2001",1764,https://www.espncricinfo.com/series/standard-bank-triangular-tournament-2001-02-61094/india-vs-kenya-9th-match-66106/full-scorecard
South Africa,Kenya,South Africa,208 runs,Cape Town,"Oct 22, 2001",1763,https://www.espncricinfo.com/series/standard-bank-triangular-tournament-2001-02-61094/south-africa-vs-kenya-8th-match-66105/full-scorecard
South Africa,India,South Africa,46 runs,East London,"Oct 19, 2001",1762,https://www.espncricinfo.com/series/standard-bank-triangular-tournament-2001-02-61094/south-africa-vs-india-7th-match-66104/full-scorecard
India,Kenya,Kenya,70 runs,Gqeberha,"Oct 17, 2001",1761,https://www.espncricinfo.com/series/standard-bank-triangular-tournament-2001-02-61094/india-vs-kenya-6th-match-66103/full-scorecard
South Africa,Kenya,South Africa,9 wickets,Kimberley,"Oct 14, 2001",1760,https://www.espncricinfo.com/series/standard-bank-triangular-tournament-2001-02-61094/south-africa-vs-kenya-5th-match-66102/full-scorecard
Zimbabwe,England,England,7 wickets,Bulawayo,"Oct 13, 2001",1759,https://www.espncricinfo.com/series/england-tour-of-zimbabwe-2001-02-61742/zimbabwe-vs-england-5th-odi-64732/full-scorecard
India,Kenya,India,10 wickets,Bloemfontein,"Oct 12, 2001",1758,https://www.espncricinfo.com/series/standard-bank-triangular-tournament-2001-02-61094/india-vs-kenya-4th-match-66101/full-scorecard
South Africa,India,India,41 runs,Centurion,"Oct 10, 2001",1757,https://www.espncricinfo.com/series/standard-bank-triangular-tournament-2001-02-61094/south-africa-vs-india-3rd-match-66100/full-scorecard
Zimbabwe,England,England,70 runs,Bulawayo,"Oct 10, 2001",1756,https://www.espncricinfo.com/series/england-tour-of-zimbabwe-2001-02-61742/zimbabwe-vs-england-4th-odi-64731/full-scorecard
South Africa,Kenya,South Africa,7 wickets,Benoni,"Oct 7, 2001",1755,https://www.espncricinfo.com/series/standard-bank-triangular-tournament-2001-02-61094/south-africa-vs-kenya-2nd-match-66099/full-scorecard
Zimbabwe,England,England,4 wickets,Harare,"Oct 7, 2001",1754,https://www.espncricinfo.com/series/england-tour-of-zimbabwe-2001-02-61742/zimbabwe-vs-england-3rd-odi-64730/full-scorecard
Zimbabwe,England,England,8 wickets,Harare,"Oct 6, 2001",1753,https://www.espncricinfo.com/series/england-tour-of-zimbabwe-2001-02-61742/zimbabwe-vs-england-2nd-odi-64729/full-scorecard
South Africa,India,South Africa,6 wickets,Johannesburg,"Oct 5, 2001",1752,https://www.espncricinfo.com/series/standard-bank-triangular-tournament-2001-02-61094/south-africa-vs-india-1st-match-66098/full-scorecard
Zimbabwe,England,England,5 wickets,Harare,"Oct 3, 2001",1751,https://www.espncricinfo.com/series/england-tour-of-zimbabwe-2001-02-61742/zimbabwe-vs-england-1st-odi-64728/full-scorecard
Zimbabwe,South Africa,South Africa,6 wickets,Harare,"Sep 30, 2001",1750,https://www.espncricinfo.com/series/south-africa-tour-of-zimbabwe-2001-02-61836/zimbabwe-vs-south-africa-3rd-odi-64727/full-scorecard
Zimbabwe,South Africa,South Africa,148 runs,Harare,"Sep 29, 2001",1749,https://www.espncricinfo.com/series/south-africa-tour-of-zimbabwe-2001-02-61836/zimbabwe-vs-south-africa-2nd-odi-64726/full-scorecard
Zimbabwe,South Africa,South Africa,153 runs,Bulawayo,"Sep 23, 2001",1748,https://www.espncricinfo.com/series/south-africa-tour-of-zimbabwe-2001-02-61836/zimbabwe-vs-south-africa-1st-odi-64725/full-scorecard
Kenya,West Indies,West Indies,7 wickets,Nairobi (Gym),"Aug 19, 2001",1747,https://www.espncricinfo.com/series/west-indies-tour-of-kenya-2001-61953/kenya-vs-west-indies-3rd-odi-64724/full-scorecard
Kenya,West Indies,West Indies,6 wickets,Nairobi (Gym),"Aug 18, 2001",1746,https://www.espncricinfo.com/series/west-indies-tour-of-kenya-2001-61953/kenya-vs-west-indies-2nd-odi-64723/full-scorecard
Kenya,West Indies,West Indies,106 runs,Nairobi,"Aug 15, 2001",1745,https://www.espncricinfo.com/series/west-indies-tour-of-kenya-2001-61953/kenya-vs-west-indies-1st-odi-64722/full-scorecard
Sri Lanka,India,Sri Lanka,121 runs,Colombo (RPS),"Aug 5, 2001",1744,https://www.espncricinfo.com/series/coca-cola-cup-sri-lanka-2001-61090/sri-lanka-vs-india-final-66328/full-scorecard
India,New Zealand,India,7 wickets,Colombo (SSC),"Aug 2, 2001",1743,https://www.espncricinfo.com/series/coca-cola-cup-sri-lanka-2001-61090/india-vs-new-zealand-9th-match-66327/full-scorecard
Sri Lanka,India,India,46 runs,Colombo (SSC),"Aug 1, 2001",1742,https://www.espncricinfo.com/series/coca-cola-cup-sri-lanka-2001-61090/sri-lanka-vs-india-8th-match-66326/full-scorecard
Sri Lanka,New Zealand,Sri Lanka,106 runs,Colombo (SSC),"Jul 31, 2001",1741,https://www.espncricinfo.com/series/coca-cola-cup-sri-lanka-2001-61090/sri-lanka-vs-new-zealand-7th-match-66325/full-scorecard
Sri Lanka,India,India,7 wickets,Colombo (RPS),"Jul 28, 2001",1740,https://www.espncricinfo.com/series/coca-cola-cup-sri-lanka-2001-61090/sri-lanka-vs-india-6th-match-66324/full-scorecard
India,New Zealand,New Zealand,67 runs,Colombo (RPS),"Jul 26, 2001",1739,https://www.espncricinfo.com/series/coca-cola-cup-sri-lanka-2001-61090/india-vs-new-zealand-5th-match-66323/full-scorecard
Sri Lanka,New Zealand,Sri Lanka,5 wickets,Colombo (RPS),"Jul 25, 2001",1738,https://www.espncricinfo.com/series/coca-cola-cup-sri-lanka-2001-61090/sri-lanka-vs-new-zealand-4th-match-66322/full-scorecard
Sri Lanka,India,Sri Lanka,6 runs,Colombo (RPS),"Jul 22, 2001",1737,https://www.espncricinfo.com/series/coca-cola-cup-sri-lanka-2001-61090/sri-lanka-vs-india-3rd-match-66321/full-scorecard
India,New Zealand,New Zealand,84 runs,Colombo (RPS),"Jul 20, 2001",1736,https://www.espncricinfo.com/series/coca-cola-cup-sri-lanka-2001-61090/india-vs-new-zealand-2nd-match-66320/full-scorecard
Sri Lanka,New Zealand,Sri Lanka,16 runs,Colombo (RPS),"Jul 18, 2001",1735,https://www.espncricinfo.com/series/coca-cola-cup-sri-lanka-2001-61090/sri-lanka-vs-new-zealand-1st-match-66319/full-scorecard
India,West Indies,West Indies,16 runs,Harare,"Jul 7, 2001",1734,https://www.espncricinfo.com/series/coca-cola-cup-zimbabwe-2001-61089/india-vs-west-indies-final-66318/full-scorecard
India,West Indies,India,6 wickets,Harare,"Jul 4, 2001",1733,https://www.espncricinfo.com/series/coca-cola-cup-zimbabwe-2001-61089/india-vs-west-indies-6th-match-66317/full-scorecard
Zimbabwe,West Indies,West Indies,5 wickets,Bulawayo,"Jul 1, 2001",1732,https://www.espncricinfo.com/series/coca-cola-cup-zimbabwe-2001-61089/zimbabwe-vs-west-indies-5th-match-66316/full-scorecard
India,West Indies,India,6 wickets,Bulawayo,"Jun 30, 2001",1731,https://www.espncricinfo.com/series/coca-cola-cup-zimbabwe-2001-61089/india-vs-west-indies-4th-match-66315/full-scorecard
Zimbabwe,India,India,4 wickets,Bulawayo,"Jun 27, 2001",1730,https://www.espncricinfo.com/series/coca-cola-cup-zimbabwe-2001-61089/zimbabwe-vs-india-3rd-match-66314/full-scorecard
Zimbabwe,India,India,9 wickets,Harare,"Jun 24, 2001",1729,https://www.espncricinfo.com/series/coca-cola-cup-zimbabwe-2001-61089/zimbabwe-vs-india-2nd-match-66313/full-scorecard
Australia,Pakistan,Australia,9 wickets,Lord's,"Jun 23, 2001",1728,https://www.espncricinfo.com/series/natwest-series-2001-61088/australia-vs-pakistan-final-66282/full-scorecard
Zimbabwe,West Indies,West Indies,27 runs,Harare,"Jun 23, 2001",1727,https://www.espncricinfo.com/series/coca-cola-cup-zimbabwe-2001-61089/zimbabwe-vs-west-indies-1st-match-66312/full-scorecard
England,Australia,Australia,8 wickets,The Oval,"Jun 21, 2001",1726,https://www.espncricinfo.com/series/natwest-series-2001-61088/england-vs-australia-9th-match-66281/full-scorecard
Australia,Pakistan,Pakistan,36 runs,Nottingham,"Jun 19, 2001",1725,https://www.espncricinfo.com/series/natwest-series-2001-61088/australia-vs-pakistan-8th-match-66280/full-scorecard
England,Pakistan,Pakistan,-,Leeds,"Jun 17, 2001",1724,https://www.espncricinfo.com/series/natwest-series-2001-61088/england-vs-pakistan-7th-match-66279/full-scorecard
England,Australia,Australia,125 runs,Manchester,"Jun 14, 2001",1723,https://www.espncricinfo.com/series/natwest-series-2001-61088/england-vs-australia-5th-match-66278/full-scorecard
England,Pakistan,Pakistan,2 runs,Lord's,"Jun 12, 2001",1722,https://www.espncricinfo.com/series/natwest-series-2001-61088/england-vs-pakistan-4th-match-66277/full-scorecard
England,Australia,Australia,5 wickets,Bristol,"Jun 10, 2001",1721,https://www.espncricinfo.com/series/natwest-series-2001-61088/england-vs-australia-3rd-match-66276/full-scorecard
Australia,Pakistan,Australia,7 wickets,Cardiff,"Jun 9, 2001",1720,https://www.espncricinfo.com/series/natwest-series-2001-61088/australia-vs-pakistan-2nd-match-66275/full-scorecard
England,Pakistan,Pakistan,108 runs,Birmingham,"Jun 7, 2001",1719,https://www.espncricinfo.com/series/natwest-series-2001-61088/england-vs-pakistan-1st-match-66274/full-scorecard
West Indies,South Africa,West Indies,6 wickets,Kingstown,"May 16, 2001",1718,https://www.espncricinfo.com/series/south-africa-tour-of-west-indies-2000-01-61838/west-indies-vs-south-africa-7th-odi-64721/full-scorecard
West Indies,South Africa,South Africa,53 runs,Port of Spain,"May 12, 2001",1717,https://www.espncricinfo.com/series/south-africa-tour-of-west-indies-2000-01-61838/west-indies-vs-south-africa-6th-odi-64720/full-scorecard
West Indies,South Africa,South Africa,7 wickets,Bridgetown,"May 9, 2001",1716,https://www.espncricinfo.com/series/south-africa-tour-of-west-indies-2000-01-61838/west-indies-vs-south-africa-5th-odi-64719/full-scorecard
West Indies,South Africa,South Africa,8 wickets,St George's,"May 6, 2001",1715,https://www.espncricinfo.com/series/south-africa-tour-of-west-indies-2000-01-61838/west-indies-vs-south-africa-4th-odi-64718/full-scorecard
West Indies,South Africa,South Africa,132 runs,St George's,"May 5, 2001",1714,https://www.espncricinfo.com/series/south-africa-tour-of-west-indies-2000-01-61838/west-indies-vs-south-africa-3rd-odi-64717/full-scorecard
West Indies,South Africa,South Africa,8 wickets,St John's,"May 2, 2001",1713,https://www.espncricinfo.com/series/south-africa-tour-of-west-indies-2000-01-61838/west-indies-vs-south-africa-2nd-odi-64716/full-scorecard
West Indies,South Africa,West Indies,3 wickets,Kingston,"Apr 28, 2001",1712,https://www.espncricinfo.com/series/south-africa-tour-of-west-indies-2000-01-61838/west-indies-vs-south-africa-1st-odi-64715/full-scorecard
Pakistan,Sri Lanka,Sri Lanka,77 runs,Sharjah,"Apr 20, 2001",1711,https://www.espncricinfo.com/series/ary-gold-cup-2000-01-61086/pakistan-vs-sri-lanka-final-65795/full-scorecard
New Zealand,Sri Lanka,New Zealand,79 runs,Sharjah,"Apr 17, 2001",1710,https://www.espncricinfo.com/series/ary-gold-cup-2000-01-61086/new-zealand-vs-sri-lanka-6th-match-65794/full-scorecard
New Zealand,Pakistan,Pakistan,7 wickets,Sharjah,"Apr 15, 2001",1709,https://www.espncricinfo.com/series/ary-gold-cup-2000-01-61086/new-zealand-vs-pakistan-5th-match-65793/full-scorecard
Pakistan,Sri Lanka,Pakistan,28 runs,Sharjah,"Apr 13, 2001",1708,https://www.espncricinfo.com/series/ary-gold-cup-2000-01-61086/pakistan-vs-sri-lanka-4th-match-65792/full-scorecard
New Zealand,Pakistan,Pakistan,8 wickets,Sharjah,"Apr 12, 2001",1707,https://www.espncricinfo.com/series/ary-gold-cup-2000-01-61086/new-zealand-vs-pakistan-3rd-match-65791/full-scorecard
Zimbabwe,Bangladesh,Zimbabwe,36 runs,Bulawayo,"Apr 11, 2001",1706,https://www.espncricinfo.com/series/bangladesh-tour-of-zimbabwe-2000-01-62182/zimbabwe-vs-bangladesh-3rd-odi-64714/full-scorecard
New Zealand,Sri Lanka,Sri Lanka,106 runs,Sharjah,"Apr 10, 2001",1705,https://www.espncricinfo.com/series/ary-gold-cup-2000-01-61086/new-zealand-vs-sri-lanka-2nd-match-65790/full-scorecard
Pakistan,Sri Lanka,Pakistan,16 runs,Sharjah,"Apr 8, 2001",1704,https://www.espncricinfo.com/series/ary-gold-cup-2000-01-61086/pakistan-vs-sri-lanka-1st-match-65789/full-scorecard
Zimbabwe,Bangladesh,Zimbabwe,127 runs,Harare,"Apr 8, 2001",1703,https://www.espncricinfo.com/series/bangladesh-tour-of-zimbabwe-2000-01-62182/zimbabwe-vs-bangladesh-2nd-odi-64713/full-scorecard
