Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard,Scorecard Link
India,Pakistan,Pakistan,77 runs,Toronto,"Sep 16, 1998",1351,https://www.espncricinfo.com/series/pakistan-tour-of-canada-1998-61518/india-vs-pakistan-3rd-odi-66043/full-scorecard
India,Pakistan,Pakistan,51 runs,Toronto,"Sep 13, 1998",1350,https://www.espncricinfo.com/series/india-tour-of-canada-1998-62345/india-vs-pakistan-2nd-odi-66042/full-scorecard
India,Pakistan,India,6 wickets,Toronto,"Sep 12, 1998",1349,https://www.espncricinfo.com/series/india-tour-of-canada-1998-62345/india-vs-pakistan-1st-odi-66041/full-scorecard
England,Sri Lanka,Sri Lanka,5 wickets,Lord's,"Aug 20, 1998",1348,https://www.espncricinfo.com/series/emirates-triangular-tournament-1998-61030/england-vs-sri-lanka-final-66161/full-scorecard
England,South Africa,South Africa,14 runs,Birmingham,"Aug 18, 1998",1347,https://www.espncricinfo.com/series/emirates-triangular-tournament-1998-61030/england-vs-south-africa-3rd-match-66160/full-scorecard
England,Sri Lanka,England,36 runs,Lord's,"Aug 16, 1998",1346,https://www.espncricinfo.com/series/emirates-triangular-tournament-1998-61030/england-vs-sri-lanka-2nd-match-66159/full-scorecard
South Africa,Sri Lanka,Sri Lanka,57 runs,Nottingham,"Aug 14, 1998",1345,https://www.espncricinfo.com/series/emirates-triangular-tournament-1998-61030/south-africa-vs-sri-lanka-1st-match-66158/full-scorecard
Sri Lanka,India,India,6 runs,Colombo (RPS),"Jul 7, 1998",1344,https://www.espncricinfo.com/series/singer-akai-nidahas-trophy-1998-61029/sri-lanka-vs-india-final-66157/full-scorecard
Sri Lanka,New Zealand,Sri Lanka,87 runs,Colombo (SSC),"Jul 5, 1998",1343,https://www.espncricinfo.com/series/singer-akai-nidahas-trophy-1998-61029/sri-lanka-vs-new-zealand-9th-match-66156/full-scorecard
India,New Zealand,no result,-,Colombo (SSC),"Jul 3, 1998",1342,https://www.espncricinfo.com/series/singer-akai-nidahas-trophy-1998-61029/india-vs-new-zealand-8th-match-66155/full-scorecard
Sri Lanka,India,Sri Lanka,8 runs,Colombo (SSC),"Jul 1, 1998",1341,https://www.espncricinfo.com/series/singer-akai-nidahas-trophy-1998-61029/sri-lanka-vs-india-7th-match-66154/full-scorecard
India,New Zealand,no result,-,Colombo (RPS),"Jun 23, 1998",1340,https://www.espncricinfo.com/series/singer-akai-nidahas-trophy-1998-61029/india-vs-new-zealand-3rd-match-66153/full-scorecard
Sri Lanka,New Zealand,Sri Lanka,7 wickets,Colombo (RPS),"Jun 21, 1998",1339,https://www.espncricinfo.com/series/singer-akai-nidahas-trophy-1998-61029/sri-lanka-vs-new-zealand-2nd-match-66152/full-scorecard
Sri Lanka,India,India,8 wickets,Colombo (RPS),"Jun 19, 1998",1338,https://www.espncricinfo.com/series/singer-akai-nidahas-trophy-1998-61029/sri-lanka-vs-india-1st-match-66151/full-scorecard
India,Kenya,India,9 wickets,Eden Gardens,"May 31, 1998",1337,https://www.espncricinfo.com/series/coca-cola-triangular-series-1998-61027/india-vs-kenya-final-66150/full-scorecard
India,Kenya,Kenya,69 runs,Gwalior,"May 28, 1998",1336,https://www.espncricinfo.com/series/coca-cola-triangular-series-1998-61027/india-vs-kenya-6th-match-66149/full-scorecard
India,Bangladesh,India,5 wickets,Wankhede,"May 25, 1998",1335,https://www.espncricinfo.com/series/coca-cola-triangular-series-1998-61027/india-vs-bangladesh-5th-match-66148/full-scorecard
England,South Africa,England,7 wickets,Leeds,"May 24, 1998",1334,https://www.espncricinfo.com/series/south-africa-tour-of-england-1998-61818/england-vs-south-africa-3rd-odi-65028/full-scorecard
England,South Africa,South Africa,32 runs,Manchester,"May 23, 1998",1332,https://www.espncricinfo.com/series/south-africa-tour-of-england-1998-61818/england-vs-south-africa-2nd-odi-65027/full-scorecard
Bangladesh,Kenya,Kenya,28 runs,Chennai,"May 23, 1998",1333,https://www.espncricinfo.com/series/coca-cola-triangular-series-1998-61027/bangladesh-vs-kenya-4th-match-66147/full-scorecard
England,South Africa,South Africa,3 wickets,The Oval,"May 21, 1998",1331,https://www.espncricinfo.com/series/south-africa-tour-of-england-1998-61818/england-vs-south-africa-1st-odi-65026/full-scorecard
India,Kenya,India,4 wickets,Bengaluru,"May 20, 1998",1330,https://www.espncricinfo.com/series/coca-cola-triangular-series-1998-61027/india-vs-kenya-3rd-match-66146/full-scorecard
Bangladesh,Kenya,Bangladesh,6 wickets,Hyderabad (Deccan),"May 17, 1998",1329,https://www.espncricinfo.com/series/coca-cola-triangular-series-1998-61027/bangladesh-vs-kenya-2nd-match-66145/full-scorecard
India,Bangladesh,India,5 wickets,Mohali,"May 14, 1998",1328,https://www.espncricinfo.com/series/coca-cola-triangular-series-1998-61027/india-vs-bangladesh-1st-match-66144/full-scorecard
Australia,India,India,6 wickets,Sharjah,"Apr 24, 1998",1327,https://www.espncricinfo.com/series/coca-cola-cup-1997-98-61026/australia-vs-india-final-65774/full-scorecard
South Africa,Pakistan,South Africa,9 wickets,Cape Town,"Apr 23, 1998",1326,https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1997-98-61025/south-africa-vs-pakistan-final-66088/full-scorecard
Australia,India,Australia,26 runs,Sharjah,"Apr 22, 1998",1325,https://www.espncricinfo.com/series/coca-cola-cup-1997-98-61026/australia-vs-india-6th-match-65773/full-scorecard
Australia,New Zealand,Australia,5 wickets,Sharjah,"Apr 21, 1998",1324,https://www.espncricinfo.com/series/coca-cola-cup-1997-98-61026/australia-vs-new-zealand-5th-match-65772/full-scorecard
India,New Zealand,New Zealand,4 wickets,Sharjah,"Apr 20, 1998",1323,https://www.espncricinfo.com/series/coca-cola-cup-1997-98-61026/india-vs-new-zealand-4th-match-65771/full-scorecard
Australia,India,Australia,58 runs,Sharjah,"Apr 19, 1998",1322,https://www.espncricinfo.com/series/coca-cola-cup-1997-98-61026/australia-vs-india-3rd-match-65770/full-scorecard
South Africa,Sri Lanka,South Africa,5 wickets,Bloemfontein,"Apr 19, 1998",1321,https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1997-98-61025/south-africa-vs-sri-lanka-9th-match-66087/full-scorecard
Australia,New Zealand,Australia,6 wickets,Sharjah,"Apr 18, 1998",1320,https://www.espncricinfo.com/series/coca-cola-cup-1997-98-61026/australia-vs-new-zealand-2nd-match-65769/full-scorecard
India,New Zealand,India,15 runs,Sharjah,"Apr 17, 1998",1319,https://www.espncricinfo.com/series/coca-cola-cup-1997-98-61026/india-vs-new-zealand-1st-match-65768/full-scorecard
South Africa,Pakistan,South Africa,7 wickets,Centurion,"Apr 17, 1998",1318,https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1997-98-61025/south-africa-vs-pakistan-8th-match-66086/full-scorecard
Pakistan,Sri Lanka,Sri Lanka,115 runs,Benoni,"Apr 15, 1998",1317,https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1997-98-61025/pakistan-vs-sri-lanka-7th-match-66085/full-scorecard
India,Australia,Australia,4 wickets,Delhi,"Apr 14, 1998",1316,https://www.espncricinfo.com/series/pepsi-triangular-series-1997-98-61024/india-vs-australia-final-66143/full-scorecard
South Africa,Sri Lanka,Sri Lanka,6 wickets,Gqeberha,"Apr 13, 1998",1315,https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1997-98-61025/south-africa-vs-sri-lanka-6th-match-66084/full-scorecard
South Africa,Pakistan,South Africa,3 wickets,East London,"Apr 11, 1998",1314,https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1997-98-61025/south-africa-vs-pakistan-5th-match-66083/full-scorecard
Australia,Zimbabwe,Australia,16 runs,Delhi,"Apr 11, 1998",1313,https://www.espncricinfo.com/series/pepsi-triangular-series-1997-98-61024/australia-vs-zimbabwe-6th-match-66142/full-scorecard
Pakistan,Sri Lanka,Pakistan,110 runs,Paarl,"Apr 9, 1998",1312,https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1997-98-61025/pakistan-vs-sri-lanka-4th-match-66082/full-scorecard
India,Zimbabwe,India,32 runs,Cuttack,"Apr 9, 1998",1311,https://www.espncricinfo.com/series/pepsi-triangular-series-1997-98-61024/india-vs-zimbabwe-5th-match-66141/full-scorecard
West Indies,England,West Indies,57 runs,Port of Spain,"Apr 8, 1998",1310,https://www.espncricinfo.com/series/england-tour-of-west-indies-1997-98-61751/west-indies-vs-england-5th-odi-64588/full-scorecard
Pakistan,Sri Lanka,Pakistan,4 wickets,Kimberley,"Apr 7, 1998",1309,https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1997-98-61025/pakistan-vs-sri-lanka-3rd-match-66081/full-scorecard
India,Australia,India,6 wickets,Kanpur,"Apr 7, 1998",1308,https://www.espncricinfo.com/series/pepsi-triangular-series-1997-98-61024/india-vs-australia-4th-match-66140/full-scorecard
West Indies,England,West Indies,4 wickets,Kingstown,"Apr 5, 1998",1307,https://www.espncricinfo.com/series/england-tour-of-west-indies-1997-98-61751/west-indies-vs-england-4th-odi-64587/full-scorecard
South Africa,Sri Lanka,South Africa,57 runs,Johannesburg,"Apr 5, 1998",1306,https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1997-98-61025/south-africa-vs-sri-lanka-2nd-match-66080/full-scorecard
India,Zimbabwe,India,13 runs,Vadodara,"Apr 5, 1998",1305,https://www.espncricinfo.com/series/pepsi-triangular-series-1997-98-61024/india-vs-zimbabwe-3rd-match-66139/full-scorecard
West Indies,England,West Indies,5 wickets,Kingstown,"Apr 4, 1998",1304,https://www.espncricinfo.com/series/england-tour-of-west-indies-1997-98-61751/west-indies-vs-england-3rd-odi-64586/full-scorecard
South Africa,Pakistan,South Africa,52 runs,Durban,"Apr 3, 1998",1303,https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1997-98-61025/south-africa-vs-pakistan-1st-match-66079/full-scorecard
Australia,Zimbabwe,Australia,13 runs,Ahmedabad,"Apr 3, 1998",1302,https://www.espncricinfo.com/series/pepsi-triangular-series-1997-98-61024/australia-vs-zimbabwe-2nd-match-66138/full-scorecard
West Indies,England,West Indies,1 wicket,Bridgetown,"Apr 1, 1998",1301,https://www.espncricinfo.com/series/england-tour-of-west-indies-1997-98-61751/west-indies-vs-england-2nd-odi-64585/full-scorecard
India,Australia,India,41 runs,Kochi,"Apr 1, 1998",1300,https://www.espncricinfo.com/series/pepsi-triangular-series-1997-98-61024/india-vs-australia-1st-match-66137/full-scorecard
West Indies,England,England,16 runs,Bridgetown,"Mar 29, 1998",1299,https://www.espncricinfo.com/series/england-tour-of-west-indies-1997-98-61751/west-indies-vs-england-1st-odi-64584/full-scorecard
Zimbabwe,Pakistan,Pakistan,4 wickets,Harare,"Mar 29, 1998",1298,https://www.espncricinfo.com/series/pakistan-tour-of-zimbabwe-1997-98-61489/zimbabwe-vs-pakistan-2nd-odi-64583/full-scorecard
Zimbabwe,Pakistan,Pakistan,4 wickets,Harare,"Mar 28, 1998",1297,https://www.espncricinfo.com/series/pakistan-tour-of-zimbabwe-1997-98-61489/zimbabwe-vs-pakistan-1st-odi-64582/full-scorecard
New Zealand,Zimbabwe,New Zealand,2 runs,Auckland,"Mar 8, 1998",1296,https://www.espncricinfo.com/series/zimbabwe-tour-of-new-zealand-1997-98-62001/new-zealand-vs-zimbabwe-5th-odi-64581/full-scorecard
New Zealand,Zimbabwe,New Zealand,9 wickets,Napier,"Mar 6, 1998",1295,https://www.espncricinfo.com/series/zimbabwe-tour-of-new-zealand-1997-98-62001/new-zealand-vs-zimbabwe-4th-odi-64580/full-scorecard
New Zealand,Zimbabwe,Zimbabwe,1 run,Christchurch,"Mar 4, 1998",1294,https://www.espncricinfo.com/series/zimbabwe-tour-of-new-zealand-1997-98-62001/new-zealand-vs-zimbabwe-3rd-odi-64579/full-scorecard
New Zealand,Australia,New Zealand,30 runs,Auckland,"Feb 14, 1998",1293,https://www.espncricinfo.com/series/australia-tour-of-new-zealand-1997-98-61406/new-zealand-vs-australia-4th-odi-64578/full-scorecard
New Zealand,Australia,New Zealand,7 wickets,Napier,"Feb 12, 1998",1292,https://www.espncricinfo.com/series/australia-tour-of-new-zealand-1997-98-61406/new-zealand-vs-australia-3rd-odi-64577/full-scorecard
New Zealand,Australia,Australia,66 runs,Wellington,"Feb 10, 1998",1291,https://www.espncricinfo.com/series/australia-tour-of-new-zealand-1997-98-61406/new-zealand-vs-australia-2nd-odi-64576/full-scorecard
New Zealand,Australia,Australia,7 wickets,Christchurch,"Feb 8, 1998",1290,https://www.espncricinfo.com/series/australia-tour-of-new-zealand-1997-98-61406/new-zealand-vs-australia-1st-odi-64575/full-scorecard
New Zealand,Zimbabwe,New Zealand,8 wickets,Wellington,"Feb 6, 1998",1289,https://www.espncricinfo.com/series/zimbabwe-tour-of-new-zealand-1997-98-62001/new-zealand-vs-zimbabwe-2nd-odi-64574/full-scorecard
New Zealand,Zimbabwe,New Zealand,40 runs,Hamilton,"Feb 4, 1998",1288,https://www.espncricinfo.com/series/zimbabwe-tour-of-new-zealand-1997-98-62001/new-zealand-vs-zimbabwe-1st-odi-64573/full-scorecard
Australia,South Africa,Australia,14 runs,Sydney,"Jan 27, 1998",1287,https://www.espncricinfo.com/series/carlton-united-series-1997-98-61015/australia-vs-south-africa-3rd-final-65569/full-scorecard
Sri Lanka,Zimbabwe,Sri Lanka,4 wickets,Colombo (SSC),"Jan 26, 1998",1286,https://www.espncricinfo.com/series/zimbabwe-tour-of-sri-lanka-1997-98-62009/sri-lanka-vs-zimbabwe-3rd-odi-64572/full-scorecard
Australia,South Africa,Australia,7 wickets,Sydney,"Jan 26, 1998",1285,https://www.espncricinfo.com/series/carlton-united-series-1997-98-61015/australia-vs-south-africa-2nd-final-65568/full-scorecard
Sri Lanka,Zimbabwe,Sri Lanka,5 wickets,Colombo (RPS),"Jan 24, 1998",1284,https://www.espncricinfo.com/series/zimbabwe-tour-of-sri-lanka-1997-98-62009/sri-lanka-vs-zimbabwe-2nd-odi-64571/full-scorecard
Australia,South Africa,South Africa,6 runs,Melbourne,"Jan 23, 1998",1283,https://www.espncricinfo.com/series/carlton-united-series-1997-98-61015/australia-vs-south-africa-1st-final-65567/full-scorecard
Sri Lanka,Zimbabwe,Sri Lanka,5 wickets,Colombo (SSC),"Jan 22, 1998",1282,https://www.espncricinfo.com/series/zimbabwe-tour-of-sri-lanka-1997-98-62009/sri-lanka-vs-zimbabwe-1st-odi-64570/full-scorecard
Australia,New Zealand,New Zealand,4 wickets,Melbourne,"Jan 21, 1998",1281,https://www.espncricinfo.com/series/carlton-united-series-1997-98-61015/australia-vs-new-zealand-12th-match-65566/full-scorecard
Australia,South Africa,South Africa,7 wickets,Perth,"Jan 18, 1998",1280,https://www.espncricinfo.com/series/carlton-united-series-1997-98-61015/australia-vs-south-africa-11th-match-65565/full-scorecard
India,Pakistan,India,3 wickets,Dhaka,"Jan 18, 1998",1279,https://www.espncricinfo.com/series/silver-jubilee-independence-cup-1997-98-61018/india-vs-pakistan-3rd-final-66136/full-scorecard
New Zealand,South Africa,South Africa,67 runs,Perth,"Jan 16, 1998",1278,https://www.espncricinfo.com/series/carlton-united-series-1997-98-61015/new-zealand-vs-south-africa-10th-match-65564/full-scorecard
India,Pakistan,Pakistan,6 wickets,Dhaka,"Jan 16, 1998",1277,https://www.espncricinfo.com/series/silver-jubilee-independence-cup-1997-98-61018/india-vs-pakistan-2nd-final-66135/full-scorecard
Australia,New Zealand,Australia,131 runs,Sydney,"Jan 14, 1998",1275,https://www.espncricinfo.com/series/carlton-united-series-1997-98-61015/australia-vs-new-zealand-9th-match-65563/full-scorecard
India,Pakistan,India,8 wickets,Dhaka,"Jan 14, 1998",1276,https://www.espncricinfo.com/series/silver-jubilee-independence-cup-1997-98-61018/india-vs-pakistan-1st-final-66134/full-scorecard
Bangladesh,Pakistan,Pakistan,9 wickets,Dhaka,"Jan 12, 1998",1274,https://www.espncricinfo.com/series/silver-jubilee-independence-cup-1997-98-61018/bangladesh-vs-pakistan-3rd-match-66133/full-scorecard
Australia,South Africa,South Africa,5 wickets,Brisbane,"Jan 11, 1998",1272,https://www.espncricinfo.com/series/carlton-united-series-1997-98-61015/australia-vs-south-africa-8th-match-65562/full-scorecard
India,Pakistan,India,18 runs,Dhaka,"Jan 11, 1998",1273,https://www.espncricinfo.com/series/silver-jubilee-independence-cup-1997-98-61018/india-vs-pakistan-2nd-match-66132/full-scorecard
Bangladesh,India,India,4 wickets,Dhaka,"Jan 10, 1998",1271,https://www.espncricinfo.com/series/silver-jubilee-independence-cup-1997-98-61018/bangladesh-vs-india-1st-match-66131/full-scorecard
New Zealand,South Africa,South Africa,2 runs,Brisbane,"Jan 9, 1998",1270,https://www.espncricinfo.com/series/carlton-united-series-1997-98-61015/new-zealand-vs-south-africa-7th-match-65561/full-scorecard
Zimbabwe,Sri Lanka,Zimbabwe,6 wickets,Harare,"Dec 19, 1999",1531,https://www.espncricinfo.com/series/sri-lanka-tour-of-zimbabwe-1999-00-61615/zimbabwe-vs-sri-lanka-5th-odi-64639/full-scorecard
Zimbabwe,Sri Lanka,Sri Lanka,6 wickets,Harare,"Dec 18, 1999",1530,https://www.espncricinfo.com/series/sri-lanka-tour-of-zimbabwe-1999-00-61615/zimbabwe-vs-sri-lanka-4th-odi-64638/full-scorecard
Zimbabwe,Sri Lanka,Sri Lanka,98 runs,Harare,"Dec 15, 1999",1529,https://www.espncricinfo.com/series/sri-lanka-tour-of-zimbabwe-1999-00-61615/zimbabwe-vs-sri-lanka-3rd-odi-64637/full-scorecard
Zimbabwe,Sri Lanka,Sri Lanka,13 runs,Bulawayo,"Dec 12, 1999",1528,https://www.espncricinfo.com/series/sri-lanka-tour-of-zimbabwe-1999-00-61615/zimbabwe-vs-sri-lanka-2nd-odi-64636/full-scorecard
Zimbabwe,Sri Lanka,no result,-,Bulawayo,"Dec 11, 1999",1527,https://www.espncricinfo.com/series/sri-lanka-tour-of-zimbabwe-1999-00-61615/zimbabwe-vs-sri-lanka-1st-odi-64635/full-scorecard
India,New Zealand,India,7 wickets,Delhi,"Nov 17, 1999",1526,https://www.espncricinfo.com/series/new-zealand-tour-of-india-1999-00-62133/india-vs-new-zealand-5th-odi-64634/full-scorecard
India,New Zealand,New Zealand,48 runs,Guwahati,"Nov 14, 1999",1525,https://www.espncricinfo.com/series/new-zealand-tour-of-india-1999-00-62133/india-vs-new-zealand-4th-odi-64633/full-scorecard
India,New Zealand,India,14 runs,Gwalior,"Nov 11, 1999",1524,https://www.espncricinfo.com/series/new-zealand-tour-of-india-1999-00-62133/india-vs-new-zealand-3rd-odi-64632/full-scorecard
India,New Zealand,India,174 runs,Hyderabad (Deccan),"Nov 8, 1999",1523,https://www.espncricinfo.com/series/new-zealand-tour-of-india-1999-00-62133/india-vs-new-zealand-2nd-odi-64631/full-scorecard
India,New Zealand,New Zealand,43 runs,Rajkot,"Nov 5, 1999",1522,https://www.espncricinfo.com/series/new-zealand-tour-of-india-1999-00-62133/india-vs-new-zealand-1st-odi-64630/full-scorecard
Zimbabwe,Australia,Australia,9 wickets,Harare,"Oct 24, 1999",1521,https://www.espncricinfo.com/series/australia-tour-of-zimbabwe-1999-00-61378/zimbabwe-vs-australia-3rd-odi-64629/full-scorecard
Zimbabwe,Australia,Australia,9 wickets,Harare,"Oct 23, 1999",1520,https://www.espncricinfo.com/series/australia-tour-of-zimbabwe-1999-00-61378/zimbabwe-vs-australia-2nd-odi-64628/full-scorecard
Pakistan,Sri Lanka,Pakistan,88 runs,Sharjah,"Oct 22, 1999",1519,https://www.espncricinfo.com/series/coca-cola-champions-trophy-1999-00-61053/pakistan-vs-sri-lanka-final-65893/full-scorecard
Zimbabwe,Australia,Australia,83 runs,Bulawayo,"Oct 21, 1999",1518,https://www.espncricinfo.com/series/australia-tour-of-zimbabwe-1999-00-61378/zimbabwe-vs-australia-1st-odi-64627/full-scorecard
Pakistan,West Indies,Pakistan,138 runs,Sharjah,"Oct 19, 1999",1517,https://www.espncricinfo.com/series/coca-cola-champions-trophy-1999-00-61053/pakistan-vs-west-indies-6th-match-65892/full-scorecard
Pakistan,Sri Lanka,Pakistan,118 runs,Sharjah,"Oct 18, 1999",1516,https://www.espncricinfo.com/series/coca-cola-champions-trophy-1999-00-61053/pakistan-vs-sri-lanka-5th-match-65891/full-scorecard
Sri Lanka,West Indies,Sri Lanka,9 wickets,Sharjah,"Oct 17, 1999",1515,https://www.espncricinfo.com/series/coca-cola-champions-trophy-1999-00-61053/sri-lanka-vs-west-indies-4th-match-65890/full-scorecard
Pakistan,Sri Lanka,tied,-,Sharjah,"Oct 15, 1999",1514,https://www.espncricinfo.com/series/coca-cola-champions-trophy-1999-00-61053/pakistan-vs-sri-lanka-3rd-match-65889/full-scorecard
Pakistan,West Indies,Pakistan,130 runs,Sharjah,"Oct 14, 1999",1513,https://www.espncricinfo.com/series/coca-cola-champions-trophy-1999-00-61053/pakistan-vs-west-indies-2nd-match-65888/full-scorecard
Sri Lanka,West Indies,West Indies,3 wickets,Sharjah,"Oct 13, 1999",1512,https://www.espncricinfo.com/series/coca-cola-champions-trophy-1999-00-61053/sri-lanka-vs-west-indies-1st-match-65887/full-scorecard
Bangladesh,West Indies,West Indies,109 runs,Dhaka,"Oct 9, 1999",1511,https://www.espncricinfo.com/series/west-indies-tour-of-bangladesh-1999-00-61950/bangladesh-vs-west-indies-2nd-odi-64626/full-scorecard
Bangladesh,West Indies,West Indies,73 runs,Dhaka,"Oct 8, 1999",1510,https://www.espncricinfo.com/series/west-indies-tour-of-bangladesh-1999-00-61950/bangladesh-vs-west-indies-1st-odi-64625/full-scorecard
India,South Africa,South Africa,26 runs,Nairobi (Gym),"Oct 3, 1999",1509,https://www.espncricinfo.com/series/lg-cup-1999-00-61051/india-vs-south-africa-final-66247/full-scorecard
India,Zimbabwe,India,107 runs,Nairobi (Gym),"Oct 1, 1999",1508,https://www.espncricinfo.com/series/lg-cup-1999-00-61051/india-vs-zimbabwe-6th-match-66246/full-scorecard
Kenya,South Africa,South Africa,24 runs,Nairobi (Gym),"Sep 30, 1999",1507,https://www.espncricinfo.com/series/lg-cup-1999-00-61051/kenya-vs-south-africa-5th-match-66245/full-scorecard
Kenya,India,India,58 runs,Nairobi (Gym),"Sep 29, 1999",1506,https://www.espncricinfo.com/series/lg-cup-1999-00-61051/kenya-vs-india-4th-match-66244/full-scorecard
South Africa,Zimbabwe,South Africa,9 wickets,Nairobi (Gym),"Sep 28, 1999",1505,https://www.espncricinfo.com/series/lg-cup-1999-00-61051/south-africa-vs-zimbabwe-3rd-match-66243/full-scorecard
India,South Africa,India,8 wickets,Nairobi (Gym),"Sep 26, 1999",1504,https://www.espncricinfo.com/series/lg-cup-1999-00-61051/india-vs-south-africa-2nd-match-66242/full-scorecard
Kenya,Zimbabwe,Zimbabwe,3 wickets,Nairobi (Gym),"Sep 25, 1999",1503,https://www.espncricinfo.com/series/lg-cup-1999-00-61051/kenya-vs-zimbabwe-1st-match-66241/full-scorecard
Pakistan,West Indies,Pakistan,7 wickets,Toronto,"Sep 19, 1999",1502,https://www.espncricinfo.com/series/pakistan-tour-of-canada-1999-61520/pakistan-vs-west-indies-3rd-odi-66051/full-scorecard
Pakistan,West Indies,Pakistan,42 runs,Toronto,"Sep 18, 1999",1501,https://www.espncricinfo.com/series/pakistan-tour-of-canada-1999-61520/pakistan-vs-west-indies-2nd-odi-66050/full-scorecard
Pakistan,West Indies,Pakistan,15 runs,Toronto,"Sep 16, 1999",1500,https://www.espncricinfo.com/series/pakistan-tour-of-canada-1999-61520/pakistan-vs-west-indies-1st-odi-66049/full-scorecard
India,West Indies,India,88 runs,Toronto,"Sep 14, 1999",1499,https://www.espncricinfo.com/series/west-indies-tour-of-canada-1999-61936/india-vs-west-indies-3rd-odi-66048/full-scorecard
India,West Indies,West Indies,70 runs,Toronto,"Sep 12, 1999",1498,https://www.espncricinfo.com/series/india-tour-of-canada-1999-62347/india-vs-west-indies-2nd-odi-66047/full-scorecard
India,West Indies,India,8 wickets,Toronto,"Sep 11, 1999",1497,https://www.espncricinfo.com/series/india-tour-of-canada-1999-62347/india-vs-west-indies-1st-odi-66046/full-scorecard
India,West Indies,West Indies,4 wickets,Singapore,"Sep 8, 1999",1496,https://www.espncricinfo.com/series/coca-cola-singapore-challenge-1999-61048/india-vs-west-indies-final-66236/full-scorecard
India,West Indies,no result,-,Singapore,"Sep 7, 1999",1495,https://www.espncricinfo.com/series/coca-cola-singapore-challenge-1999-61048/india-vs-west-indies-final-66235/full-scorecard
India,West Indies,West Indies,42 runs,Singapore,"Sep 5, 1999",1494,https://www.espncricinfo.com/series/coca-cola-singapore-challenge-1999-61048/india-vs-west-indies-3rd-match-66234/full-scorecard
India,Zimbabwe,India,115 runs,Singapore,"Sep 4, 1999",1493,https://www.espncricinfo.com/series/coca-cola-singapore-challenge-1999-61048/india-vs-zimbabwe-2nd-match-66233/full-scorecard
West Indies,Zimbabwe,West Indies,6 wickets,Singapore,"Sep 2, 1999",1492,https://www.espncricinfo.com/series/coca-cola-singapore-challenge-1999-61048/west-indies-vs-zimbabwe-1st-match-66232/full-scorecard
Sri Lanka,Australia,Sri Lanka,8 wickets,Colombo (RPS),"Aug 31, 1999",1491,https://www.espncricinfo.com/series/aiwa-cup-1999-61047/sri-lanka-vs-australia-final-66231/full-scorecard
Sri Lanka,India,India,23 runs,Colombo (SSC),"Aug 29, 1999",1490,https://www.espncricinfo.com/series/aiwa-cup-1999-61047/sri-lanka-vs-india-6th-match-66230/full-scorecard
Australia,India,Australia,41 runs,Colombo (SSC),"Aug 28, 1999",1489,https://www.espncricinfo.com/series/aiwa-cup-1999-61047/australia-vs-india-5th-match-66229/full-scorecard
Sri Lanka,Australia,Australia,27 runs,Colombo (RPS),"Aug 26, 1999",1488,https://www.espncricinfo.com/series/aiwa-cup-1999-61047/sri-lanka-vs-australia-4th-match-66228/full-scorecard
Sri Lanka,India,Sri Lanka,7 wickets,Colombo (RPS),"Aug 25, 1999",1487,https://www.espncricinfo.com/series/aiwa-cup-1999-61047/sri-lanka-vs-india-3rd-match-66227/full-scorecard
Australia,India,Australia,8 wickets,Galle,"Aug 23, 1999",1486,https://www.espncricinfo.com/series/aiwa-cup-1999-61047/australia-vs-india-2nd-match-66226/full-scorecard
Sri Lanka,Australia,Australia,50 runs,Galle,"Aug 22, 1999",1485,https://www.espncricinfo.com/series/aiwa-cup-1999-61047/sri-lanka-vs-australia-1st-match-66225/full-scorecard
Australia,Pakistan,Australia,8 wickets,Lord's,"Jun 20, 1999",1484,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/australia-vs-pakistan-final-65234/full-scorecard
Australia,South Africa,tied,-,Birmingham,"Jun 17, 1999",1483,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/australia-vs-south-africa-2nd-semi-final-65233/full-scorecard
New Zealand,Pakistan,Pakistan,9 wickets,Manchester,"Jun 16, 1999",1482,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/new-zealand-vs-pakistan-1st-semi-final-65232/full-scorecard
Australia,South Africa,Australia,5 wickets,Leeds,"Jun 13, 1999",1481,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/australia-vs-south-africa-9th-super-65231/full-scorecard
India,New Zealand,New Zealand,5 wickets,Nottingham,"Jun 12, 1999",1480,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/india-vs-new-zealand-8th-super-65230/full-scorecard
Pakistan,Zimbabwe,Pakistan,148 runs,The Oval,"Jun 11, 1999",1479,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/pakistan-vs-zimbabwe-7th-super-65229/full-scorecard
