,806241,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343,Zimbabwe
Pathum Nissanka,1028655,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343,Sri Lanka
Kusal Mendis,629074,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343,Sri Lanka
Kamindu Mendis,784373,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343,Sri Lanka
Dinesh Chandimal,300628,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343,Sri Lanka
Charith Asalanka,784367,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343,Sri Lanka
Dasun Shanaka,437316,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343,Sri Lanka
Chamika Karunaratne,623695,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343,Sri Lanka
Dushmantha Chameera,552152,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343,Sri Lanka
Jeffrey Vandersay,370040,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343,Sri Lanka
Maheesh Theekshana,1138316,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343,Sri Lanka
Nuwan Pradeep,324358,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343,Sri Lanka
Quinton de Kock,379143,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344,South Africa
Janneman Malan,605680,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344,South Africa
Temba Bavuma,372116,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344,South Africa
Aiden Markram,600498,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344,South Africa
Rassie van der Dussen,337790,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344,South Africa
David Miller,321777,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344,South Africa
,540316,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344,South Africa
,696401,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344,South Africa
,267724,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344,South Africa
,542023,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344,South Africa
,379145,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344,South Africa
KL Rahul,422108,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344,India
Shikhar Dhawan,28235,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344,India
Virat Kohli,253802,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344,India
Rishabh Pant,931581,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344,India
Shreyas Iyer,642519,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344,India
Venkatesh Iyer,851403,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344,India
Ravichandran Ashwin,26421,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344,India
Shardul Thakur,475281,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344,India
Bhuvneshwar Kumar,326016,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344,India
Jasprit Bumrah,625383,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344,India
,430246,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344,India
Rahmanullah Gurbaz,974087,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345,Afghanistan
Usman Ghani,711559,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345,Afghanistan
Rahmat Shah,533956,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345,Afghanistan
Hashmatullah Shahidi,440970,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345,Afghanistan
Najibullah Zadran,524049,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345,Afghanistan
Shahidullah,633366,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345,Afghanistan
Gulbadin Naib,352048,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345,Afghanistan
Rashid Khan,793463,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345,Afghanistan
Sharafuddin Ashraf,633362,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345,Afghanistan
,974109,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345,Afghanistan
,440968,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345,Afghanistan
Scott Edwards,1127317,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345,Netherlands
Musa Ahmad,1184439,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345,Netherlands
Colin Ackermann,379774,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345,Netherlands
Bas de Leede,1036191,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345,Netherlands
Pieter Seelaar,208657,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345,Netherlands
Boris Gorlee,1036209,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345,Netherlands
Saqib Zulfiqar,526481,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345,Netherlands
Philippe Boissevain,1036197,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345,Netherlands
Fred Klaassen,1104703,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345,Netherlands
Vivian Kingma,416103,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345,Netherlands
Brandon Glover,595419,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345,Netherlands
KL Rahul,422108,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346,India
Shikhar Dhawan,28235,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346,India
Virat Kohli,253802,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346,India
Rishabh Pant,931581,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346,India
Shreyas Iyer,642519,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346,India
Venkatesh Iyer,851403,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346,India
Shardul Thakur,475281,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346,India
Ravichandran Ashwin,26421,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346,India
,326016,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346,India
,625383,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346,India
,430246,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346,India
Janneman Malan,605680,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346,South Africa
Quinton de Kock,379143,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346,South Africa
Temba Bavuma,372116,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346,South Africa
Aiden Markram,600498,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346,South Africa
Rassie van der Dussen,337790,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346,South Africa
,321777,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346,South Africa
,540316,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346,South Africa
,267724,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346,South Africa
,379776,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346,South Africa
,542023,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346,South Africa
,379145,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346,South Africa
Pathum Nissanka,1028655,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347,Sri Lanka
Kusal Mendis,629074,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347,Sri Lanka
Kamindu Mendis,784373,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347,Sri Lanka
Dinesh Chandimal,300628,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347,Sri Lanka
Charith Asalanka,784367,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347,Sri Lanka
Dasun Shanaka,437316,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347,Sri Lanka
Chamika Karunaratne,623695,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347,Sri Lanka
Ramesh Mendis,629084,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347,Sri Lanka
Dushmantha Chameera,552152,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347,Sri Lanka
Jeffrey Vandersay,370040,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347,Sri Lanka
Maheesh Theekshana,1138316,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347,Sri Lanka
Takudzwanashe Kaitano,493765,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347,Zimbabwe
Regis Chakabva,293831,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347,Zimbabwe
Craig Ervine,55412,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347,Zimbabwe
Sean Williams,55870,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347,Zimbabwe
Milton Shumba,951781,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347,Zimbabwe
Sikandar Raza,299572,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347,Zimbabwe
Ryan Burl,495964,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347,Zimbabwe
Wellington Masakadza,571703,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347,Zimbabwe
Blessing Muzarabani,827051,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347,Zimbabwe
Tendai Chatara,425639,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347,Zimbabwe
Richard Ngarava,806241,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347,Zimbabwe
