Wellington Masakadza,571703,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343
Blessing Muzarabani,827051,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343
,425639,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343
,806241,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343
Pathum Nissanka,1028655,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343
Kusal Mendis,629074,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343
Kamindu Mendis,784373,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343
Dinesh Chandimal,300628,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343
Charith Asalanka,784367,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343
Dasun Shanaka,437316,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343
Chamika Karunaratne,623695,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343
Dushmantha Chameera,552152,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343
Jeffrey Vandersay,370040,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343
Maheesh Theekshana,1138316,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343
Nuwan Pradeep,324358,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-2nd-odi-1294970/full-scorecard,Sri Lanka,Zimbabwe,Zimbabwe,Pallekele,22 runs,"Jan 18, 2022","Jan 18, 2022",4343
Quinton de Kock,379143,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344
Janneman Malan,605680,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344
Temba Bavuma,372116,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344
Aiden Markram,600498,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344
Rassie van der Dussen,337790,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344
David Miller,321777,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344
,540316,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344
,696401,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344
,267724,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344
,542023,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344
,379145,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344
KL Rahul,422108,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344
Shikhar Dhawan,28235,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344
Virat Kohli,253802,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344
Rishabh Pant,931581,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344
Shreyas Iyer,642519,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344
Venkatesh Iyer,851403,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344
Ravichandran Ashwin,26421,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344
Shardul Thakur,475281,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344
Bhuvneshwar Kumar,326016,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344
Jasprit Bumrah,625383,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344
,430246,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-1st-odi-1277082/full-scorecard,South Africa,India,South Africa,Paarl,31 runs,"Jan 19, 2022","Jan 19, 2022",4344
Rahmanullah Gurbaz,974087,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345
Usman Ghani,711559,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345
Rahmat Shah,533956,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345
Hashmatullah Shahidi,440970,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345
Najibullah Zadran,524049,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345
Shahidullah,633366,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345
Gulbadin Naib,352048,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345
Rashid Khan,793463,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345
Sharafuddin Ashraf,633362,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345
,974109,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345
,440968,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345
Scott Edwards,1127317,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345
Musa Ahmad,1184439,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345
Colin Ackermann,379774,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345
Bas de Leede,1036191,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345
Pieter Seelaar,208657,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345
Boris Gorlee,1036209,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345
Saqib Zulfiqar,526481,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345
Philippe Boissevain,1036197,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345
Fred Klaassen,1104703,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345
Vivian Kingma,416103,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345
Brandon Glover,595419,https://www.espncricinfo.com/series/afghanistan-v-netherlands-2021-22-1295178/afghanistan-vs-netherlands-1st-odi-1295181/full-scorecard,Afghanistan,Netherlands,Afghanistan,Doha,36 runs,"Jan 21, 2022","Jan 21, 2022",4345
KL Rahul,422108,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346
Shikhar Dhawan,28235,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346
Virat Kohli,253802,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346
Rishabh Pant,931581,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346
Shreyas Iyer,642519,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346
Venkatesh Iyer,851403,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346
Shardul Thakur,475281,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346
Ravichandran Ashwin,26421,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346
,326016,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346
,625383,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346
,430246,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346
Janneman Malan,605680,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346
Quinton de Kock,379143,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346
Temba Bavuma,372116,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346
Aiden Markram,600498,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346
Rassie van der Dussen,337790,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346
,321777,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346
,540316,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346
,267724,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346
,379776,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346
,542023,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346
,379145,https://www.espncricinfo.com/series/india-in-south-africa-2021-22-1277060/south-africa-vs-india-2nd-odi-1277083/full-scorecard,South Africa,India,South Africa,Paarl,7 wickets,"Jan 21, 2022","Jan 21, 2022",4346
Pathum Nissanka,1028655,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347
Kusal Mendis,629074,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347
Kamindu Mendis,784373,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347
Dinesh Chandimal,300628,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347
Charith Asalanka,784367,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347
Dasun Shanaka,437316,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347
Chamika Karunaratne,623695,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347
Ramesh Mendis,629084,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347
Dushmantha Chameera,552152,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347
Jeffrey Vandersay,370040,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347
Maheesh Theekshana,1138316,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347
Takudzwanashe Kaitano,493765,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347
Regis Chakabva,293831,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347
Craig Ervine,55412,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347
Sean Williams,55870,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347
Milton Shumba,951781,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347
Sikandar Raza,299572,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347
Ryan Burl,495964,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347
Wellington Masakadza,571703,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347
Blessing Muzarabani,827051,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347
Tendai Chatara,425639,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347
Richard Ngarava,806241,https://www.espncricinfo.com/series/zimbabwe-in-sri-lanka-2021-22-1294726/sri-lanka-vs-zimbabwe-3rd-odi-1294971/full-scorecard,Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,184 runs,"Jan 21, 2022","Jan 21, 2022",4347
