Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard,Scorecard Link
Australia,India,Australia,3 wickets,Colombo (SSC),"Sep 6, 1996",1113,https://www.espncricinfo.com/series/singer-world-series-1996-60987/australia-vs-india-6th-match-65986/full-scorecard
Sri Lanka,Australia,Sri Lanka,50 runs,Colombo (RPS),"Sep 7, 1996",1114,https://www.espncricinfo.com/series/singer-world-series-1996-60987/sri-lanka-vs-australia-final-65987/full-scorecard
India,Pakistan,India,8 wickets,Toronto,"Sep 16, 1996",1115,https://www.espncricinfo.com/series/india-tour-of-canada-1996-62346/india-vs-pakistan-1st-odi-66030/full-scorecard
India,Pakistan,Pakistan,2 wickets,Toronto,"Sep 17, 1996",1116,https://www.espncricinfo.com/series/india-tour-of-canada-1996-62346/india-vs-pakistan-2nd-odi-66031/full-scorecard
India,Pakistan,India,55 runs,Toronto,"Sep 18, 1996",1117,https://www.espncricinfo.com/series/pakistan-tour-of-canada-1996-61519/india-vs-pakistan-3rd-odi-66032/full-scorecard
India,Pakistan,Pakistan,97 runs,Toronto,"Sep 21, 1996",1118,https://www.espncricinfo.com/series/pakistan-tour-of-canada-1996-61519/india-vs-pakistan-4th-odi-66033/full-scorecard
India,Pakistan,Pakistan,52 runs,Toronto,"Sep 23, 1996",1119,https://www.espncricinfo.com/series/pakistan-tour-of-canada-1996-61519/india-vs-pakistan-5th-odi-66034/full-scorecard
Kenya,Sri Lanka,Sri Lanka,7 wickets,Nairobi (Gym),"Sep 28, 1996",1120,https://www.espncricinfo.com/series/kca-centenary-tournament-1996-97-60990/kenya-vs-sri-lanka-1st-match-66052/full-scorecard
Pakistan,South Africa,South Africa,62 runs,Nairobi (Gym),"Sep 29, 1996",1121,https://www.espncricinfo.com/series/kca-centenary-tournament-1996-97-60990/pakistan-vs-south-africa-2nd-match-66053/full-scorecard
South Africa,Sri Lanka,Sri Lanka,2 wickets,Nairobi (Club),"Oct 1, 1996",1122,https://www.espncricinfo.com/series/kca-centenary-tournament-1996-97-60990/south-africa-vs-sri-lanka-3rd-match-66054/full-scorecard
Kenya,Pakistan,Pakistan,4 wickets,Nairobi (Aga),"Oct 2, 1996",1123,https://www.espncricinfo.com/series/kca-centenary-tournament-1996-97-60990/kenya-vs-pakistan-4th-match-66055/full-scorecard
Kenya,South Africa,South Africa,202 runs,Nairobi (Gym),"Oct 3, 1996",1124,https://www.espncricinfo.com/series/kca-centenary-tournament-1996-97-60990/kenya-vs-south-africa-5th-match-66056/full-scorecard
Pakistan,Sri Lanka,Pakistan,82 runs,Nairobi (Gym),"Oct 4, 1996",1125,https://www.espncricinfo.com/series/kca-centenary-tournament-1996-97-60990/pakistan-vs-sri-lanka-6th-match-66057/full-scorecard
Pakistan,South Africa,South Africa,7 wickets,Nairobi (Gym),"Oct 6, 1996",1126,https://www.espncricinfo.com/series/kca-centenary-tournament-1996-97-60990/pakistan-vs-south-africa-final-66058/full-scorecard
India,South Africa,South Africa,47 runs,Hyderabad (Deccan),"Oct 17, 1996",1127,https://www.espncricinfo.com/series/titan-cup-1996-97-60991/india-vs-south-africa-1st-match-66059/full-scorecard
Australia,South Africa,South Africa,7 wickets,Indore,"Oct 19, 1996",1128,https://www.espncricinfo.com/series/titan-cup-1996-97-60991/australia-vs-south-africa-2nd-match-66060/full-scorecard
India,Australia,India,2 wickets,Bengaluru,"Oct 21, 1996",1129,https://www.espncricinfo.com/series/titan-cup-1996-97-60991/india-vs-australia-3rd-match-66061/full-scorecard
India,South Africa,South Africa,27 runs,Jaipur,"Oct 23, 1996",1130,https://www.espncricinfo.com/series/titan-cup-1996-97-60991/india-vs-south-africa-4th-match-66062/full-scorecard
Australia,South Africa,South Africa,2 wickets,Faridabad,"Oct 25, 1996",1131,https://www.espncricinfo.com/series/titan-cup-1996-97-60991/australia-vs-south-africa-5th-match-66063/full-scorecard
India,South Africa,South Africa,5 wickets,Rajkot,"Oct 29, 1996",1132,https://www.espncricinfo.com/series/titan-cup-1996-97-60991/india-vs-south-africa-7th-match-66064/full-scorecard
Pakistan,Zimbabwe,Pakistan,3 wickets,Quetta,"Oct 30, 1996",1133,https://www.espncricinfo.com/series/zimbabwe-tour-of-pakistan-1996-97-62007/pakistan-vs-zimbabwe-1st-odi-64527/full-scorecard
Australia,South Africa,South Africa,8 wickets,Guwahati,"Nov 1, 1996",1134,https://www.espncricinfo.com/series/titan-cup-1996-97-60991/australia-vs-south-africa-8th-match-66065/full-scorecard
Pakistan,Zimbabwe,Pakistan,9 wickets,Lahore,"Nov 1, 1996",1135,https://www.espncricinfo.com/series/zimbabwe-tour-of-pakistan-1996-97-62007/pakistan-vs-zimbabwe-2nd-odi-64528/full-scorecard
Pakistan,Zimbabwe,Pakistan,78 runs,Peshawar,"Nov 3, 1996",1136,https://www.espncricinfo.com/series/zimbabwe-tour-of-pakistan-1996-97-62007/pakistan-vs-zimbabwe-3rd-odi-64529/full-scorecard
India,Australia,India,5 runs,Mohali,"Nov 3, 1996",1137,https://www.espncricinfo.com/series/titan-cup-1996-97-60991/india-vs-australia-9th-match-66066/full-scorecard
India,South Africa,India,35 runs,Wankhede,"Nov 6, 1996",1138,https://www.espncricinfo.com/series/titan-cup-1996-97-60991/india-vs-south-africa-final-66067/full-scorecard
New Zealand,Sri Lanka,New Zealand,29 runs,Sharjah,"Nov 7, 1996",1139,https://www.espncricinfo.com/series/singer-champions-trophy-1996-97-60993/new-zealand-vs-sri-lanka-1st-match-65866/full-scorecard
Pakistan,Sri Lanka,Sri Lanka,75 runs,Sharjah,"Nov 8, 1996",1140,https://www.espncricinfo.com/series/singer-champions-trophy-1996-97-60993/pakistan-vs-sri-lanka-2nd-match-65867/full-scorecard
New Zealand,Pakistan,Pakistan,4 wickets,Sharjah,"Nov 10, 1996",1141,https://www.espncricinfo.com/series/singer-champions-trophy-1996-97-60993/new-zealand-vs-pakistan-3rd-match-65868/full-scorecard
New Zealand,Sri Lanka,tied,-,Sharjah,"Nov 11, 1996",1142,https://www.espncricinfo.com/series/singer-champions-trophy-1996-97-60993/new-zealand-vs-sri-lanka-4th-match-65869/full-scorecard
Pakistan,Sri Lanka,Pakistan,8 wickets,Sharjah,"Nov 12, 1996",1143,https://www.espncricinfo.com/series/singer-champions-trophy-1996-97-60993/pakistan-vs-sri-lanka-5th-match-65870/full-scorecard
New Zealand,Pakistan,Pakistan,4 wickets,Sharjah,"Nov 13, 1996",1144,https://www.espncricinfo.com/series/singer-champions-trophy-1996-97-60993/new-zealand-vs-pakistan-6th-match-65871/full-scorecard
New Zealand,Pakistan,Pakistan,41 runs,Sharjah,"Nov 15, 1996",1145,https://www.espncricinfo.com/series/singer-champions-trophy-1996-97-60993/new-zealand-vs-pakistan-final-65872/full-scorecard
Pakistan,New Zealand,Pakistan,11 runs,Gujranwala,"Dec 4, 1996",1146,https://www.espncricinfo.com/series/new-zealand-tour-of-pakistan-1996-97-62110/pakistan-vs-new-zealand-1st-odi-64530/full-scorecard
Australia,West Indies,Australia,5 wickets,Melbourne,"Dec 6, 1996",1147,https://www.espncricinfo.com/series/carlton-united-series-1996-97-60995/australia-vs-west-indies-1st-match-65541/full-scorecard
Pakistan,New Zealand,Pakistan,46 runs,Sialkot,"Dec 6, 1996",1148,https://www.espncricinfo.com/series/new-zealand-tour-of-pakistan-1996-97-62110/pakistan-vs-new-zealand-2nd-odi-64531/full-scorecard
Australia,West Indies,Australia,8 wickets,Sydney,"Dec 8, 1996",1149,https://www.espncricinfo.com/series/carlton-united-series-1996-97-60995/australia-vs-west-indies-2nd-match-65542/full-scorecard
Pakistan,New Zealand,New Zealand,7 wickets,Karachi,"Dec 8, 1996",1150,https://www.espncricinfo.com/series/new-zealand-tour-of-pakistan-1996-97-62110/pakistan-vs-new-zealand-3rd-odi-64532/full-scorecard
India,South Africa,India,74 runs,Wankhede,"Dec 14, 1996",1151,https://www.espncricinfo.com/series/south-africa-tour-of-india-1996-97-61859/india-vs-south-africa-only-odi-64533/full-scorecard
Australia,Pakistan,Pakistan,12 runs,Adelaide,"Dec 15, 1996",1152,https://www.espncricinfo.com/series/carlton-united-series-1996-97-60995/australia-vs-pakistan-3rd-match-65543/full-scorecard
Zimbabwe,England,Zimbabwe,2 wickets,Bulawayo,"Dec 15, 1996",1153,https://www.espncricinfo.com/series/england-tour-of-zimbabwe-1996-97-61741/zimbabwe-vs-england-1st-odi-64534/full-scorecard
Pakistan,West Indies,West Indies,7 wickets,Adelaide,"Dec 17, 1996",1154,https://www.espncricinfo.com/series/carlton-united-series-1996-97-60995/pakistan-vs-west-indies-4th-match-65544/full-scorecard
Australia,Pakistan,Pakistan,4 wickets,Sydney,"Jan 1, 1997",1155,https://www.espncricinfo.com/series/carlton-united-series-1996-97-60995/australia-vs-pakistan-5th-match-65545/full-scorecard
Zimbabwe,England,Zimbabwe,7 runs,Harare,"Jan 1, 1997",1156,https://www.espncricinfo.com/series/england-tour-of-zimbabwe-1996-97-61741/zimbabwe-vs-england-2nd-odi-64535/full-scorecard
Pakistan,West Indies,West Indies,6 wickets,Brisbane,"Jan 3, 1997",1157,https://www.espncricinfo.com/series/carlton-united-series-1996-97-60995/pakistan-vs-west-indies-6th-match-65546/full-scorecard
Zimbabwe,England,Zimbabwe,131 runs,Harare,"Jan 3, 1997",1158,https://www.espncricinfo.com/series/england-tour-of-zimbabwe-1996-97-61741/zimbabwe-vs-england-3rd-odi-64536/full-scorecard
Australia,West Indies,West Indies,7 wickets,Brisbane,"Jan 5, 1997",1159,https://www.espncricinfo.com/series/carlton-united-series-1996-97-60995/australia-vs-west-indies-7th-match-65547/full-scorecard
Australia,Pakistan,Pakistan,29 runs,Hobart,"Jan 7, 1997",1160,https://www.espncricinfo.com/series/carlton-united-series-1996-97-60995/australia-vs-pakistan-8th-match-65548/full-scorecard
Pakistan,West Indies,West Indies,5 wickets,Perth,"Jan 10, 1997",1161,https://www.espncricinfo.com/series/carlton-united-series-1996-97-60995/pakistan-vs-west-indies-9th-match-65549/full-scorecard
Australia,West Indies,West Indies,4 wickets,Perth,"Jan 12, 1997",1162,https://www.espncricinfo.com/series/carlton-united-series-1996-97-60995/australia-vs-west-indies-10th-match-65550/full-scorecard
Pakistan,West Indies,Pakistan,8 wickets,Sydney,"Jan 14, 1997",1163,https://www.espncricinfo.com/series/carlton-united-series-1996-97-60995/pakistan-vs-west-indies-11th-match-65551/full-scorecard
Australia,Pakistan,Australia,3 wickets,Melbourne,"Jan 16, 1997",1164,https://www.espncricinfo.com/series/carlton-united-series-1996-97-60995/australia-vs-pakistan-12th-match-65552/full-scorecard
Pakistan,West Indies,Pakistan,4 wickets,Sydney,"Jan 18, 1997",1165,https://www.espncricinfo.com/series/carlton-united-series-1996-97-60995/pakistan-vs-west-indies-1st-final-65553/full-scorecard
Pakistan,West Indies,Pakistan,62 runs,Melbourne,"Jan 20, 1997",1166,https://www.espncricinfo.com/series/carlton-united-series-1996-97-60995/pakistan-vs-west-indies-2nd-final-65554/full-scorecard
South Africa,India,South Africa,39 runs,Bloemfontein,"Jan 23, 1997",1167,https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1996-97-60998/south-africa-vs-india-1st-match-66068/full-scorecard
South Africa,Zimbabwe,South Africa,5 wickets,Centurion,"Jan 25, 1997",1168,https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1996-97-60998/south-africa-vs-zimbabwe-2nd-match-66069/full-scorecard
India,Zimbabwe,tied,-,Paarl,"Jan 27, 1997",1169,https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1996-97-60998/india-vs-zimbabwe-3rd-match-66070/full-scorecard
South Africa,Zimbabwe,South Africa,5 wickets,Cape Town,"Jan 29, 1997",1170,https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1996-97-60998/south-africa-vs-zimbabwe-4th-match-66071/full-scorecard
South Africa,Zimbabwe,South Africa,4 wickets,Johannesburg,"Jan 31, 1997",1171,https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1996-97-60998/south-africa-vs-zimbabwe-5th-match-66072/full-scorecard
South Africa,India,South Africa,6 wickets,Gqeberha,"Feb 2, 1997",1172,https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1996-97-60998/south-africa-vs-india-6th-match-66073/full-scorecard
South Africa,India,South Africa,6 wickets,East London,"Feb 4, 1997",1173,https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1996-97-60998/south-africa-vs-india-7th-match-66074/full-scorecard
India,Zimbabwe,Zimbabwe,3 wickets,Centurion,"Feb 7, 1997",1174,https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1996-97-60998/india-vs-zimbabwe-8th-match-66075/full-scorecard
India,Zimbabwe,India,6 wickets,Benoni,"Feb 9, 1997",1175,https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1996-97-60998/india-vs-zimbabwe-9th-match-66076/full-scorecard
South Africa,India,no result,-,Durban,"Feb 12, 1997",1176,https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1996-97-60998/south-africa-vs-india-final-66077/full-scorecard
South Africa,India,South Africa,17 runs,Durban,"Feb 13, 1997",1177,https://www.espncricinfo.com/series/standard-bank-international-one-day-series-1996-97-60998/south-africa-vs-india-final-66078/full-scorecard
Zimbabwe,India,Zimbabwe,8 wickets,Bulawayo,"Feb 15, 1997",1178,https://www.espncricinfo.com/series/india-tour-of-zimbabwe-1996-97-62305/zimbabwe-vs-india-1st-odi-64537/full-scorecard
New Zealand,England,England,4 wickets,Christchurch,"Feb 20, 1997",1179,https://www.espncricinfo.com/series/england-tour-of-new-zealand-1996-97-61765/new-zealand-vs-england-1st-odi-64538/full-scorecard
New Zealand,England,England,6 wickets,Auckland,"Feb 23, 1997",1180,https://www.espncricinfo.com/series/england-tour-of-new-zealand-1996-97-61765/new-zealand-vs-england-2nd-odi-64539/full-scorecard
New Zealand,England,tied,-,Napier,"Feb 26, 1997",1181,https://www.espncricinfo.com/series/england-tour-of-new-zealand-1996-97-61765/new-zealand-vs-england-3rd-odi-64540/full-scorecard
New Zealand,England,New Zealand,9 runs,Auckland,"Mar 2, 1997",1182,https://www.espncricinfo.com/series/england-tour-of-new-zealand-1996-97-61765/new-zealand-vs-england-4th-odi-64541/full-scorecard
New Zealand,England,New Zealand,28 runs,Wellington,"Mar 4, 1997",1183,https://www.espncricinfo.com/series/england-tour-of-new-zealand-1996-97-61765/new-zealand-vs-england-5th-odi-64542/full-scorecard
New Zealand,Sri Lanka,Sri Lanka,6 wickets,Christchurch,"Mar 25, 1997",1184,https://www.espncricinfo.com/series/sri-lanka-tour-of-new-zealand-1996-97-61621/new-zealand-vs-sri-lanka-2nd-odi-64543/full-scorecard
New Zealand,Sri Lanka,New Zealand,69 runs,Wellington,"Mar 27, 1997",1185,https://www.espncricinfo.com/series/sri-lanka-tour-of-new-zealand-1996-97-61621/new-zealand-vs-sri-lanka-3rd-odi-64544/full-scorecard
South Africa,Australia,South Africa,6 wickets,East London,"Mar 29, 1997",1186,https://www.espncricinfo.com/series/australia-tour-of-south-africa-1996-97-61367/south-africa-vs-australia-1st-odi-64545/full-scorecard
South Africa,Australia,Australia,7 wickets,Gqeberha,"Mar 31, 1997",1187,https://www.espncricinfo.com/series/australia-tour-of-south-africa-1996-97-61367/south-africa-vs-australia-2nd-odi-64546/full-scorecard
South Africa,Australia,South Africa,46 runs,Cape Town,"Apr 2, 1997",1188,https://www.espncricinfo.com/series/australia-tour-of-south-africa-1996-97-61367/south-africa-vs-australia-3rd-odi-64547/full-scorecard
Sri Lanka,Zimbabwe,Sri Lanka,7 wickets,Sharjah,"Apr 3, 1997",1189,https://www.espncricinfo.com/series/singer-akai-cup-1996-97-61003/sri-lanka-vs-zimbabwe-1st-match-65761/full-scorecard
Pakistan,Sri Lanka,Sri Lanka,19 runs,Sharjah,"Apr 4, 1997",1190,https://www.espncricinfo.com/series/singer-akai-cup-1996-97-61003/pakistan-vs-sri-lanka-2nd-match-65762/full-scorecard
South Africa,Australia,Australia,15 runs,Durban,"Apr 5, 1997",1191,https://www.espncricinfo.com/series/australia-tour-of-south-africa-1996-97-61367/south-africa-vs-australia-4th-odi-64548/full-scorecard
Pakistan,Zimbabwe,Pakistan,93 runs,Sharjah,"Apr 6, 1997",1192,https://www.espncricinfo.com/series/singer-akai-cup-1996-97-61003/pakistan-vs-zimbabwe-3rd-match-65763/full-scorecard
Pakistan,Sri Lanka,Sri Lanka,51 runs,Sharjah,"Apr 7, 1997",1193,https://www.espncricinfo.com/series/singer-akai-cup-1996-97-61003/pakistan-vs-sri-lanka-4th-match-65764/full-scorecard
Sri Lanka,Zimbabwe,Zimbabwe,50 runs,Sharjah,"Apr 8, 1997",1194,https://www.espncricinfo.com/series/singer-akai-cup-1996-97-61003/sri-lanka-vs-zimbabwe-5th-match-65765/full-scorecard
South Africa,Australia,Australia,8 runs,Johannesburg,"Apr 8, 1997",1195,https://www.espncricinfo.com/series/australia-tour-of-south-africa-1996-97-61367/south-africa-vs-australia-5th-odi-64549/full-scorecard
Pakistan,Zimbabwe,Pakistan,32 runs,Sharjah,"Apr 9, 1997",1196,https://www.espncricinfo.com/series/singer-akai-cup-1996-97-61003/pakistan-vs-zimbabwe-6th-match-65766/full-scorecard
South Africa,Australia,Australia,5 wickets,Centurion,"Apr 10, 1997",1197,https://www.espncricinfo.com/series/australia-tour-of-south-africa-1996-97-61367/south-africa-vs-australia-6th-odi-64550/full-scorecard
Pakistan,Sri Lanka,Sri Lanka,4 wickets,Sharjah,"Apr 11, 1997",1198,https://www.espncricinfo.com/series/singer-akai-cup-1996-97-61003/pakistan-vs-sri-lanka-final-65767/full-scorecard
South Africa,Australia,South Africa,109 runs,Bloemfontein,"Apr 13, 1997",1199,https://www.espncricinfo.com/series/australia-tour-of-south-africa-1996-97-61367/south-africa-vs-australia-7th-odi-64551/full-scorecard
West Indies,India,West Indies,8 wickets,Port of Spain,"Apr 26, 1997",1200,https://www.espncricinfo.com/series/india-tour-of-west-indies-1996-97-62310/west-indies-vs-india-1st-odi-64552/full-scorecard
West Indies,India,India,10 wickets,Port of Spain,"Apr 27, 1997",1201,https://www.espncricinfo.com/series/india-tour-of-west-indies-1996-97-62310/west-indies-vs-india-2nd-odi-64553/full-scorecard
West Indies,India,West Indies,18 runs,Kingstown,"Apr 30, 1997",1202,https://www.espncricinfo.com/series/india-tour-of-west-indies-1996-97-62310/west-indies-vs-india-3rd-odi-64554/full-scorecard
West Indies,India,West Indies,10 wickets,Bridgetown,"May 3, 1997",1203,https://www.espncricinfo.com/series/india-tour-of-west-indies-1996-97-62310/west-indies-vs-india-4th-odi-64555/full-scorecard
New Zealand,Pakistan,New Zealand,22 runs,Mohali,"May 9, 1997",1204,https://www.espncricinfo.com/series/pepsi-independence-cup-1997-61005/new-zealand-vs-pakistan-1st-match-66108/full-scorecard
Pakistan,Sri Lanka,Pakistan,30 runs,Gwalior,"May 12, 1997",1205,https://www.espncricinfo.com/series/pepsi-independence-cup-1997-61005/pakistan-vs-sri-lanka-2nd-match-66109/full-scorecard
India,New Zealand,India,8 wickets,Bengaluru,"May 14, 1997",1206,https://www.espncricinfo.com/series/pepsi-independence-cup-1997-61005/india-vs-new-zealand-3rd-match-66110/full-scorecard
India,Sri Lanka,Sri Lanka,5 wickets,Wankhede,"May 17, 1997",1207,https://www.espncricinfo.com/series/pepsi-independence-cup-1997-61005/india-vs-sri-lanka-4th-match-66111/full-scorecard
New Zealand,Sri Lanka,Sri Lanka,52 runs,Hyderabad (Deccan),"May 20, 1997",1208,https://www.espncricinfo.com/series/pepsi-independence-cup-1997-61005/new-zealand-vs-sri-lanka-5th-match-66112/full-scorecard
India,Pakistan,Pakistan,35 runs,Chennai,"May 21, 1997",1209,https://www.espncricinfo.com/series/pepsi-independence-cup-1997-61005/india-vs-pakistan-6th-match-66113/full-scorecard
England,Australia,England,6 wickets,Leeds,"May 22, 1997",1210,https://www.espncricinfo.com/series/australia-tour-of-england-and-scotland-1997-61346/england-vs-australia-1st-odi-65023/full-scorecard
Pakistan,Sri Lanka,Sri Lanka,115 runs,Mohali,"May 24, 1997",1212,https://www.espncricinfo.com/series/pepsi-independence-cup-1997-61005/pakistan-vs-sri-lanka-1st-final-66114/full-scorecard
England,Australia,England,6 wickets,The Oval,"May 24, 1997",1211,https://www.espncricinfo.com/series/australia-tour-of-england-and-scotland-1997-61346/england-vs-australia-2nd-odi-65024/full-scorecard
England,Australia,England,6 wickets,Lord's,"May 25, 1997",1213,https://www.espncricinfo.com/series/australia-tour-of-england-and-scotland-1997-61346/england-vs-australia-3rd-odi-65025/full-scorecard
Pakistan,Sri Lanka,Sri Lanka,85 runs,Eden Gardens,"May 27, 1997",1214,https://www.espncricinfo.com/series/pepsi-independence-cup-1997-61005/pakistan-vs-sri-lanka-2nd-final-66115/full-scorecard
West Indies,Sri Lanka,West Indies,35 runs,Port of Spain,"Jun 6, 1997",1215,https://www.espncricinfo.com/series/sri-lanka-tour-of-west-indies-1997-61612/west-indies-vs-sri-lanka-only-odi-64556/full-scorecard
Sri Lanka,Pakistan,Sri Lanka,15 runs,Colombo (RPS),"Jul 14, 1997",1216,https://www.espncricinfo.com/series/pepsi-asia-cup-1997-61008/sri-lanka-vs-pakistan-1st-match-65692/full-scorecard
Bangladesh,Pakistan,Pakistan,109 runs,Colombo (RPS),"Jul 16, 1997",1217,https://www.espncricinfo.com/series/pepsi-asia-cup-1997-61008/bangladesh-vs-pakistan-2nd-match-65693/full-scorecard
Sri Lanka,India,Sri Lanka,6 wickets,Colombo (RPS),"Jul 18, 1997",1218,https://www.espncricinfo.com/series/pepsi-asia-cup-1997-61008/sri-lanka-vs-india-3rd-match-65694/full-scorecard
India,Pakistan,no result,-,Colombo (SSC),"Jul 20, 1997",1219,https://www.espncricinfo.com/series/pepsi-asia-cup-1997-61008/india-vs-pakistan-4th-match-65695/full-scorecard
Sri Lanka,Bangladesh,Sri Lanka,103 runs,Colombo (SSC),"Jul 22, 1997",1220,https://www.espncricinfo.com/series/pepsi-asia-cup-1997-61008/sri-lanka-vs-bangladesh-5th-match-65696/full-scorecard
Bangladesh,India,India,9 wickets,Colombo (SSC),"Jul 24, 1997",1221,https://www.espncricinfo.com/series/pepsi-asia-cup-1997-61008/bangladesh-vs-india-6th-match-65697/full-scorecard
Sri Lanka,India,Sri Lanka,8 wickets,Colombo (RPS),"Jul 26, 1997",1222,https://www.espncricinfo.com/series/pepsi-asia-cup-1997-61008/sri-lanka-vs-india-final-65698/full-scorecard
Sri Lanka,India,Sri Lanka,2 runs,Colombo (RPS),"Aug 17, 1997",1223,https://www.espncricinfo.com/series/india-tour-of-sri-lanka-1997-62338/sri-lanka-vs-india-1st-odi-64557/full-scorecard
Sri Lanka,India,Sri Lanka,7 wickets,Colombo (RPS),"Aug 20, 1997",1224,https://www.espncricinfo.com/series/india-tour-of-sri-lanka-1997-62338/sri-lanka-vs-india-2nd-odi-64558/full-scorecard
Sri Lanka,India,no result,-,Colombo (SSC),"Aug 23, 1997",1225,https://www.espncricinfo.com/series/india-tour-of-sri-lanka-1997-62338/sri-lanka-vs-india-3rd-odi-64559/full-scorecard
Sri Lanka,India,Sri Lanka,9 runs,Colombo (SSC),"Aug 24, 1997",1226,https://www.espncricinfo.com/series/india-tour-of-sri-lanka-1997-62338/sri-lanka-vs-india-3rd-odi-64560/full-scorecard
India,Pakistan,India,20 runs,Toronto,"Sep 13, 1997",1227,https://www.espncricinfo.com/series/india-tour-of-canada-1997-62344/india-vs-pakistan-1st-odi-66035/full-scorecard
India,Pakistan,India,7 wickets,Toronto,"Sep 14, 1997",1228,https://www.espncricinfo.com/series/india-tour-of-canada-1997-62344/india-vs-pakistan-2nd-odi-66036/full-scorecard
India,Pakistan,no result,-,Toronto,"Sep 17, 1997",1229,https://www.espncricinfo.com/series/pakistan-tour-of-canada-1997-61517/india-vs-pakistan-3rd-odi-66037/full-scorecard
India,Pakistan,India,34 runs,Toronto,"Sep 18, 1997",1230,https://www.espncricinfo.com/series/pakistan-tour-of-canada-1997-61517/india-vs-pakistan-3rd-odi-66038/full-scorecard
India,Pakistan,India,7 wickets,Toronto,"Sep 20, 1997",1231,https://www.espncricinfo.com/series/pakistan-tour-of-canada-1997-61517/india-vs-pakistan-4th-odi-66039/full-scorecard
India,Pakistan,Pakistan,5 wickets,Toronto,"Sep 21, 1997",1232,https://www.espncricinfo.com/series/pakistan-tour-of-canada-1997-61517/india-vs-pakistan-5th-odi-66040/full-scorecard
Pakistan,India,Pakistan,5 wickets,Hyderabad (Sind),"Sep 28, 1997",1233,https://www.espncricinfo.com/series/india-tour-of-pakistan-1997-98-62327/pakistan-vs-india-1st-odi-64561/full-scorecard
Pakistan,India,India,4 wickets,Karachi,"Sep 30, 1997",1234,https://www.espncricinfo.com/series/india-tour-of-pakistan-1997-98-62327/pakistan-vs-india-2nd-odi-64562/full-scorecard
Zimbabwe,New Zealand,tied,-,Bulawayo,"Oct 1, 1997",1235,https://www.espncricinfo.com/series/new-zealand-tour-of-zimbabwe-1997-98-62101/zimbabwe-vs-new-zealand-1st-odi-64563/full-scorecard
Pakistan,India,Pakistan,9 wickets,Lahore,"Oct 2, 1997",1236,https://www.espncricinfo.com/series/india-tour-of-pakistan-1997-98-62327/pakistan-vs-india-3rd-odi-64564/full-scorecard
Zimbabwe,New Zealand,Zimbabwe,3 wickets,Harare,"Oct 4, 1997",1237,https://www.espncricinfo.com/series/new-zealand-tour-of-zimbabwe-1997-98-62101/zimbabwe-vs-new-zealand-2nd-odi-64565/full-scorecard
Zimbabwe,New Zealand,New Zealand,83 runs,Harare,"Oct 5, 1997",1238,https://www.espncricinfo.com/series/new-zealand-tour-of-zimbabwe-1997-98-62101/zimbabwe-vs-new-zealand-3rd-odi-64566/full-scorecard
Kenya,Bangladesh,Kenya,150 runs,Nairobi (Gym),"Oct 10, 1997",1239,https://www.espncricinfo.com/series/president-s-cup-1997-98-61013/kenya-vs-bangladesh-1st-match-66116/full-scorecard
Bangladesh,Zimbabwe,Zimbabwe,48 runs,Nairobi (Gym),"Oct 11, 1997",1240,https://www.espncricinfo.com/series/president-s-cup-1997-98-61013/bangladesh-vs-zimbabwe-2nd-match-66117/full-scorecard
Kenya,Zimbabwe,Zimbabwe,6 wickets,Nairobi (Gym),"Oct 12, 1997",1241,https://www.espncricinfo.com/series/president-s-cup-1997-98-61013/kenya-vs-zimbabwe-3rd-match-66118/full-scorecard
Bangladesh,Zimbabwe,Zimbabwe,192 runs,Nairobi (Aga),"Oct 14, 1997",1242,https://www.espncricinfo.com/series/president-s-cup-1997-98-61013/bangladesh-vs-zimbabwe-4th-match-66119/full-scorecard
Kenya,Bangladesh,Kenya,8 wickets,Nairobi (Aga),"Oct 15, 1997",1243,https://www.espncricinfo.com/series/president-s-cup-1997-98-61013/kenya-vs-bangladesh-5th-match-66120/full-scorecard
Kenya,Zimbabwe,Zimbabwe,7 wickets,Nairobi (Aga),"Oct 16, 1997",1244,https://www.espncricinfo.com/series/president-s-cup-1997-98-61013/kenya-vs-zimbabwe-6th-match-66121/full-scorecard
Kenya,Zimbabwe,Zimbabwe,83 runs,Nairobi (Gym),"Oct 18, 1997",1245,https://www.espncricinfo.com/series/president-s-cup-1997-98-61013/kenya-vs-zimbabwe-1st-final-66122/full-scorecard
Kenya,Zimbabwe,Zimbabwe,82 runs,Nairobi (Gym),"Oct 19, 1997",1246,https://www.espncricinfo.com/series/president-s-cup-1997-98-61013/kenya-vs-zimbabwe-2nd-final-66123/full-scorecard
Sri Lanka,West Indies,Sri Lanka,7 wickets,Lahore,"Nov 1, 1997",1247,https://www.espncricinfo.com/series/wills-quadrangular-tournament-1997-98-61014/sri-lanka-vs-west-indies-1st-match-66124/full-scorecard
